,codigo_establecimiento,codigo_ss,nombre_ss,nombre_establecimiento,nombre_comuna
273,133200.0,10.0,SEREMI De Los Lagos,Vacunatorio Rosalía Muñoz,Ancud
274,133205.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico y Hematológico Ancud,Ancud
275,200688.0,,No Aplica,Servicio Médico Legal Ancud,Ancud
276,133390.0,33.0,Servicio de Salud Chiloé,Centro de Salud Familiar Dr. Manuel Ferreira Guzman,Ancud
277,201067.0,33.0,Servicio de Salud Chiloé,SAR ANCUD,Ancud
278,133155.0,33.0,Servicio de Salud Chiloé,Hospital de Ancud,Ancud
279,200401.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico y Hematológico San José,Ancud
280,200071.0,10.0,SEREMI De Los Lagos,Policlínico de la Mutual de Seguridad CChC Ancud,Ancud
281,124458.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Pergue,Calbuco
282,133486.0,33.0,Servicio de Salud Chiloé,Posta de Salud Rural Chacao,Ancud
283,200736.0,33.0,Servicio de Salud Chiloé,SUR Chacao,Ancud
284,133542.0,33.0,Servicio de Salud Chiloé,Posta de Salud Rural Caulín,Ancud
285,133490.0,33.0,Servicio de Salud Chiloé,Posta de Salud Rural Guabún,Ancud
286,133488.0,33.0,Servicio de Salud Chiloé,Posta de Salud Rural Nal,Ancud
287,124537.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Chope,Calbuco
288,124456.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Chauquear,Calbuco
289,124419.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Contao,Hualaihué
290,124457.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Chayahue,Calbuco
291,124448.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Pargua,Calbuco
292,124551.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Machil,Calbuco
293,124451.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Aguantao,Calbuco
294,124460.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural San Antonio (Calbuco),Calbuco
295,124130.0,24.0,Servicio de Salud Del Reloncaví,Hospital de Calbuco,Calbuco
296,124396.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Calbuco,Calbuco
297,124450.0,24.0,Servicio de Salud Del Reloncaví,Centro Comunitario de Salud Familiar Texas,Calbuco
298,124445.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Astillero,Maullín
299,124453.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Avellanal,Calbuco
300,124553.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural San Ramón (Calbuco),Calbuco
301,124325.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Carelmapu,Maullín
302,124452.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Peñasmo,Calbuco
303,124543.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Valle El Frío,Cochamó
304,124555.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Llaguepe,Cochamó
305,124461.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural San Agustín (Calbuco),Calbuco
306,124554.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Huayún,Calbuco
307,124459.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Quetrulauquén,Calbuco
308,124541.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Huelmo,Puerto Montt
309,124455.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Huar,Calbuco
310,124449.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Putenio,Calbuco
311,124412.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Cochamó,Cochamó
312,124413.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Sotomó,Cochamó
313,124125.0,24.0,Servicio de Salud Del Reloncaví,Hospital de Maullín,Maullín
314,124403.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Chaicas,Puerto Montt
315,124444.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Peñol,Maullín
316,124404.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Lenca,Puerto Montt
317,124446.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural La Pasada,Maullín
318,124406.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Maillén,Puerto Montt
319,124410.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Panitao,Puerto Montt
320,124447.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Quenuir,Maullín
321,124407.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Salto Grande,Puerto Montt
322,124443.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Misquihue,Maullín
323,124409.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Trapén,Puerto Montt
324,124544.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Piedra Azul,Puerto Montt
325,124464.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Cumbre Alta,Los Muermos
326,124416.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Paso El León,Cochamó
327,124465.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Quillagua (Los Muermos),Los Muermos
328,200353.0,10.0,SEREMI De Los Lagos,Centro de Salud Médico Dental Universitario de la Universidad de Los Lagos,Puerto Montt
329,124411.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Cochamó,Cochamó
330,124408.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Salto Chico,Puerto Montt
331,124705.0,24.0,Servicio de Salud Del Reloncaví,Centro Comunitario de Salud Familiar Anahuac,Puerto Montt
332,124715.0,24.0,Servicio de Salud Del Reloncaví,Centro Comunitario de Salud Familiar Chamiza,Puerto Montt
333,124260.0,10.0,SEREMI De Los Lagos,Clínica Andes Salud Puerto Montt,Puerto Montt
334,200309.0,10.0,SEREMI De Los Lagos,Policlínico Institucional de Gendarmería de Chile (Puerto Montt),Puerto Montt
335,124274.0,10.0,SEREMI De Los Lagos,Clínica Complejo Penitenciario de Puerto Montt,Puerto Montt
336,124602.0,24.0,Servicio de Salud Del Reloncaví,COSAM de Reloncaví,Puerto Montt
337,124240.0,10.0,SEREMI De Los Lagos,Policlínico Instituto de Seguridad del Trabajo de Puerto Montt,Puerto Montt
338,200073.0,10.0,SEREMI De Los Lagos,Centro de Salud Medicina Integral y Ejercicio,Puerto Montt
339,124385.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar San Pablo Mirasol (ONG),Puerto Montt
340,124381.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Padre Hurtado,Puerto Montt
341,124881.0,24.0,Servicio de Salud Del Reloncaví,SAPU Padre Hurtado,Puerto Montt
342,124280.0,10.0,SEREMI De Los Lagos,Policlínico Naval de Puerto Montt,Puerto Montt
343,124805.0,24.0,Servicio de Salud Del Reloncaví,SAPU Angelmó,Puerto Montt
344,124305.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Angelmó,Puerto Montt
345,124282.0,10.0,SEREMI De Los Lagos,Policlínico Mutual de Seguridad CChC Puerto Montt,Puerto Montt
346,200570.0,14.0,SEREMI De Los Ríos,Centro Clínico Dental Bio Spa,Río Bueno
347,200505.0,10.0,SEREMI De Los Lagos,Centro Médico Imagenología Sur Cruz Médica,Puerto Montt
348,200553.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico Tecno Medic,Puerto Montt
349,124275.0,10.0,SEREMI De Los Lagos,Centro de Atención Profesional de Enfermería (CAPROEN),Puerto Montt
350,200566.0,10.0,SEREMI De Los Lagos,Clínica Monteverde SpA,Puerto Montt
351,200686.0,,No Aplica,Servicio Médico Legal Puerto Montt,Puerto Montt
352,124288.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico Biomed,Puerto Montt
353,200617.0,14.0,SEREMI De Los Ríos,Centro de Atención Odontológica La Unión,La Unión
354,124012.0,24.0,Servicio de Salud Del Reloncaví,Clínica Dental Móvil Triple. Pat. BKYS89 (Puerto Montt),Puerto Montt
355,124030.0,24.0,Servicio de Salud Del Reloncaví,Unidad de Salud Funcionario  S.S Del Reloncaví,Puerto Montt
356,124010.0,24.0,Servicio de Salud Del Reloncaví,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Del Reloncaví),Puerto Montt
357,124011.0,24.0,Servicio de Salud Del Reloncaví,PRAIS (S.S Del Reloncaví),Puerto Montt
358,124286.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico Meditest Ltda,Puerto Montt
359,124287.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico Fleming Ltda.,Puerto Montt
360,200604.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico San Pablo,Puerto Montt
361,124539.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Pocoihuén,Cochamó
362,124601.0,24.0,Servicio de Salud Del Reloncaví,COSAM Puerto Montt,Puerto Montt
363,200298.0,10.0,SEREMI De Los Lagos,Centro Médico Medicenter Puerto Montt,Puerto Montt
364,200653.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico Instituto de Patología Austral Ltda.,Puerto Montt
365,124281.0,10.0,SEREMI De Los Lagos,Instituto Teletón Puerto Montt,Puerto Montt
366,200536.0,24.0,Servicio de Salud Del Reloncaví,Centro de Especialidades Odontológicas,Puerto Montt
367,124273.0,10.0,SEREMI De Los Lagos,MegaSalud S.A. Centro Médico y Dental Puerto Montt,Puerto Montt
368,200065.0,10.0,SEREMI De Los Lagos,Centro Médico Docente Asistencial Universidad San Sebastián,Puerto Montt
369,124251.0,10.0,SEREMI De Los Lagos,Clínica de la AChS Puerto Montt,Puerto Montt
370,200167.0,24.0,Servicio de Salud Del Reloncaví,SAPU Carmela Carvajal,Puerto Montt
371,124315.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Carmela Carvajal,Puerto Montt
372,200280.0,24.0,Servicio de Salud Del Reloncaví,Laboratorio Clínico DESAM Puerto Montt,Puerto Montt
373,124284.0,10.0,SEREMI De Los Lagos,Centro Médico y Dental Xa. Zona de Carabineros,Puerto Montt
374,201083.0,10.0,SEREMI De Los Lagos,"Centro de Diálisis Municipal de Puerto Montt,",Puerto Montt
375,200074.0,24.0,Servicio de Salud Del Reloncaví,Centro de Sangre Austral,Puerto Montt
376,124278.0,10.0,SEREMI De Los Lagos,Centro Nefrológico Puerto Montt,Puerto Montt
377,201012.0,10.0,SEREMI De Los Lagos,Policlínico de la III Brigada de la Fuerza Aérea de Chile,Puerto Montt
378,200066.0,10.0,SEREMI De Los Lagos,Sección Sanidad Puerto Montt de la Policía de Investigaciones de Chile,Puerto Montt
379,200336.0,24.0,Servicio de Salud Del Reloncaví,Hospital de Día Infanto Adolescente Rayen Milla,Puerto Montt
380,200292.0,24.0,Servicio de Salud Del Reloncaví,Centro Comunitario de Salud Familiar Puerta Sur,Puerto Montt
381,124320.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Techo para todos (ONG),Puerto Montt
382,124310.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Antonio Varas,Puerto Montt
383,124806.0,24.0,Servicio de Salud Del Reloncaví,SAPU Antonio Varas,Puerto Montt
384,124279.0,10.0,SEREMI De Los Lagos,Centro de Diálisis Hemosur,Puerto Montt
385,124250.0,10.0,SEREMI De Los Lagos,Clínica Puerto Montt,Puerto Montt
386,124289.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico Bionet S.A. - Puerto Montt,Puerto Montt
387,124710.0,24.0,Servicio de Salud Del Reloncaví,Centro Comunitario de Salud Familiar Licarayen,Puerto Montt
388,124402.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Correntoso,Puerto Montt
389,124105.0,24.0,Servicio de Salud Del Reloncaví,Hospital de Puerto Montt,Puerto Montt
390,201013.0,10.0,SEREMI De Los Lagos,Grupo de Sanidad de la III Brigada de la Fuerza Aérea de Chile,Puerto Montt
391,124401.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Lago Chapo,Puerto Montt
392,200652.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico Innovalab de Puerto Montt,Puerto Montt
393,124545.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Estaquilla,Los Muermos
394,124405.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Las Quemas (Puerto Montt),Puerto Montt
395,124330.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Los Muermos,Los Muermos
396,200169.0,24.0,Servicio de Salud Del Reloncaví,SAPU Los Muermos,Los Muermos
397,124895.0,24.0,Servicio de Salud Del Reloncaví,SAR Alerce,Puerto Montt
398,124395.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Alerce,Puerto Montt
399,200630.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico Diagnolab Spa,Puerto Montt
400,201089.0,10.0,SEREMI De Los Lagos,Centro Médico Diagnomedic,Puerto Montt
401,124426.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Ralún,Puerto Varas
402,200440.0,24.0,Servicio de Salud Del Reloncaví,Centro Comunitario de Salud Familiar Alerce Norte,Puerto Montt
403,124463.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Los Piques,Los Muermos
404,124425.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Colonia Río Sur,Puerto Varas
405,124810.0,24.0,Servicio de Salud Del Reloncaví,SAR Puerto Varas,Puerto Varas
406,124335.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Nº 1 Puerto Varas,Puerto Varas
407,124423.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Nueva Braunau,Puerto Varas
408,124277.0,10.0,SEREMI De Los Lagos,Centro de Diálisis Puerto Varas,Puerto Varas
409,200247.0,10.0,SEREMI De Los Lagos,Vacunatorio Austral E.I.R.L.,Puerto Varas
410,124210.0,10.0,SEREMI De Los Lagos,Clínica de Puerto Varas SpA.,Puerto Varas
411,200390.0,10.0,SEREMI De Los Lagos,Laboratorio Clínico Winlop,Puerto Varas
412,124462.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Cañitas,Los Muermos
413,124437.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Mañío,Fresia
414,124427.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Loncotoro,Llanquihue
415,124370.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Los Volcanes,Llanquihue
416,124441.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Línea Sin Nombre,Fresia
417,124110.0,24.0,Servicio de Salud Del Reloncaví,Hospital de Llanquihue,Llanquihue
418,124429.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Colegual,Llanquihue
419,124421.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Ensenada,Puerto Varas
420,124433.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Parga,Fresia
421,124440.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Las Cruces ( Fresia),Fresia
422,124439.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Traiguén (Fresia),Fresia
423,124428.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Pellines (Llanquihue),Llanquihue
424,124549.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Macal,Llanquihue
425,124120.0,24.0,Servicio de Salud Del Reloncaví,Hospital de Fresia,Fresia
426,124115.0,24.0,Servicio de Salud Del Reloncaví,Hospital de Frutillar,Frutillar
427,124424.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Petrohué,Puerto Varas
428,124435.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Polizones,Fresia
429,200168.0,24.0,Servicio de Salud Del Reloncaví,SAPU Frutillar,Frutillar
430,124365.0,24.0,Servicio de Salud Del Reloncaví,Centro de Salud Familiar Frutillar Alto,Frutillar
431,124436.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Cau Cua,Fresia
432,124765.0,24.0,Servicio de Salud Del Reloncaví,Centro Comunitario de Salud Familiar Pantanosa,Frutillar
433,124432.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Centinela,Frutillar
434,123423.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Cascadas,Puerto Octay
435,124422.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Peulla,Puerto Varas
436,124438.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural El Mirador,Fresia
437,124434.0,24.0,Servicio de Salud Del Reloncaví,Consultorio General Rural Tegualda,Fresia
438,123420.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Collihuinco,Purranque
439,123417.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural La Naranja,Purranque
440,124430.0,24.0,Servicio de Salud Del Reloncaví,Posta de Salud Rural Casma,Frutillar
441,123415.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Concordia,Purranque
442,123416.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Colonia Ponce,Purranque
443,123427.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural La Calo,Puerto Octay
444,123103.0,23.0,Servicio de Salud Osorno,Hospital de Puerto Octay,Puerto Octay
445,123428.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Coihueco (Puerto Octay),Puerto Octay
446,123411.0,23.0,Servicio de Salud Osorno,Centro Comunitario de Salud Familiar Corte Alto,Purranque
447,123413.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Coligual,Purranque
448,123414.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Hueyusca,Purranque
449,123412.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Crucero ( Purranque),Purranque
450,123419.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural San Pedro de Purranque,Purranque
451,123207.0,23.0,Servicio de Salud Osorno,Centro de Rehabilitación de Minusválidos,Purranque
452,123101.0,23.0,Servicio de Salud Osorno,Hospital de Purranque Dr. Juan Hepp Dubiau,Purranque
453,123307.0,23.0,Servicio de Salud Osorno,Centro de Salud Familiar Purranque,Purranque
454,200455.0,23.0,Servicio de Salud Osorno,Centro Comunitario de Salud Familiar Barrio Estación,Purranque
455,123424.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Piedras Negras,Puerto Octay
456,123422.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Rupanco,Puerto Octay
457,123426.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Pellinada,Puerto Octay
458,123709.0,23.0,Servicio de Salud Osorno,Centro Comunitario de Salud Familiar Riachuelo,Río Negro
459,123102.0,23.0,Servicio de Salud Osorno,Hospital de Río Negro,Río Negro
460,123309.0,23.0,Servicio de Salud Osorno,Centro de Salud Familiar Practicante Pablo Araya (Ex Río Negro),Río Negro
461,123410.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Tres Esteros,Río Negro
462,123705.0,23.0,Servicio de Salud Osorno,Centro Comunitario de Salud Familiar El Encanto,Puyehue
463,123407.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Desagüe Rupanco,Puyehue
464,123425.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Cancura,Osorno
465,123404.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Pichi Damas,Osorno
466,123434.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Huilma,Río Negro
467,123406.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Puyehue,Puyehue
468,123408.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Ñadi Pichi-Damas,Puyehue
469,123304.0,23.0,Servicio de Salud Osorno,Centro de Salud Familiar Entre Lagos,Puyehue
470,200747.0,23.0,Servicio de Salud Osorno,SAPU Entre Lagos,Puyehue
471,123402.0,23.0,Servicio de Salud Osorno,Posta de Salud Rural Cuinco,San Juan de la Costa
472,122455.0,22.0,Servicio de Salud Los Rios,Posta de Salud Rural Mantilhue,Río Bueno
473,123312.0,23.0,Servicio de Salud Osorno,Centro de Salud Familiar Puaucho,San Juan de la Costa
474,200750.0,23.0,Servicio de Salud Osorno,SUR Puaucho,San Juan de la Costa
475,200069.0,10.0,SEREMI De Los Lagos,Policlínico de Funcionarios de la Universidad de Los Lagos,Osorno
476,123801.0,23.0,Servicio de Salud Osorno,SAPU Rahue Alto,Osorno
477,123303.0,23.0,Servicio de Salud Osorno,Centro de Salud Familiar Rahue Alto,Osorno
478,123100.0,23.0,Servicio de Salud Osorno,Hospital Base San José de Osorno,Osorno
479,123030.0,23.0,Servicio de Salud Osorno,Unidad de Salud FuncionarioS.S Osorno,Osorno
480,123700.0,23.0,Servicio de Salud Osorno,Centro Comunitario de Salud Familiar Murrinumo,Osorno
481,123311.0,23.0,Servicio de Salud Osorno,Centro de Salud Familiar Bahía Mansa,San Juan de la Costa
482,200749.0,23.0,Servicio de Salud Osorno,SUR Bahía Mansa,San Juan de la Costa
483,123205.0,10.0,SEREMI De Los Lagos,Centro de Salud Mutual CChC Osorno,Osorno
484,123302.0,23.0,Servicio de Salud Osorno,Centro de Salud Familiar Ovejería,Osorno
485,123213.0,10.0,SEREMI De Los Lagos,Clínica Oftalmológica Survisión,Osorno
486,200539.0,23.0,Servicio de Salud Osorno,Centro Referencia Diagnóstico Médico Osorno,Osorno
487,123209.0,10.0,SEREMI De Los Lagos,Clínica de la AChS Osorno,Osorno
