,descripcion_prestacion,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,TOTAL,De 0 a 29 días,De 1 mes a 2 meses 29 días,De 3 meses a 5 meses 29 días,De 6 meses a 11 meses 29 días,De 1 a 2 años,Gestantes,Pueblos Originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
934,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,22,14,4,4,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
935,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112310,04040420,13,13120,1,1,0,0,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
936,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,21,13,4,4,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
937,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,27,13,13,1,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
938,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112310,09600287,13,13120,5,5,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
939,Consulta de Lactancia por profesional  - Matrona/ón,12,112310,04040424,13,13120,5,5,,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
940,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,27,13,13,1,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
941,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112310,09600287,13,13120,7,7,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
942,Consulta de Lactancia por profesional  - Matrona/ón,12,112310,04040424,13,13120,7,7,,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
943,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,33,21,11,1,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
944,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,33,21,11,1,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
945,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112310,04040420,13,13120,1,1,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
946,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,29,24,4,1,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
947,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112310,09600287,13,13120,11,11,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
948,Consulta de Lactancia por profesional  - Matrona/ón,12,112310,04040424,13,13120,11,11,,,,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
949,Consulta de Lactancia por profesional  - Enfermera/o,12,112310,04040425,13,13120,5,3,2,,,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
950,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,25,22,2,1,,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
951,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,42,29,13,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
952,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112310,09600287,13,13120,6,6,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
953,Consulta de Lactancia por profesional  - Matrona/ón,12,112310,04040424,13,13120,6,6,,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
954,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,42,29,13,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
955,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112310,04040420,13,13120,1,1,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
956,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,18,10,7,1,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
957,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112310,09600287,13,13120,8,8,,,,,,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
958,Consulta de Lactancia por profesional  - Matrona/ón,12,112310,04040424,13,13120,9,8,,,,,1,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
959,Consulta de Lactancia por profesional  - Enfermera/o,12,112310,04040425,13,13120,2,,2,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
960,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,17,11,5,1,,,0,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
961,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112310,04040420,13,13120,2,2,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
962,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,33,21,9,3,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
963,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112310,09600287,13,13120,6,6,,,,,,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
964,Consulta de Lactancia por profesional  - Matrona/ón,12,112310,04040424,13,13120,6,6,,,,,0,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
965,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,35,23,9,3,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
966,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112310,04040420,13,13120,2,2,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
967,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,32,18,14,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
968,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112310,09600287,13,13120,6,6,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
969,Consulta de Lactancia por profesional  - Matrona/ón,12,112310,04040424,13,13120,6,6,,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
970,Consulta de Lactancia por profesional  - Enfermera/o,12,112310,04040425,13,13120,4,2,2,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
971,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,30,18,12,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
972,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,46,36,7,3,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
973,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112310,09600287,13,13120,12,12,0,0,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
974,Consulta de Lactancia por profesional  - Matrona/ón,12,112310,04040424,13,13120,12,12,,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
975,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,46,36,7,3,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
976,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,17,12,5,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
977,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112310,09600287,13,13120,2,2,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
978,Consulta de Lactancia por profesional  - Matrona/ón,12,112310,04040424,13,13120,3,2,,,,,1,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
979,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,18,13,5,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
980,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112310,04040420,13,13120,1,1,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
981,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112310,04040421,13,13120,40,28,8,4,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
982,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112310,09600287,13,13120,4,4,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
983,Consulta de Lactancia por profesional  - Matrona/ón,12,112310,04040424,13,13120,3,3,,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
984,Consulta de Lactancia por profesional  - Nutricionista ,12,112310,04040426,13,13120,41,29,8,4,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Rosita Renard,Ñuñoa
985,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,4,1,1,2,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
986,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,9,1,6,1,1,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
987,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112322,09600287,13,13122,3,2,0,1,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
988,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,11,,,,,,11,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
989,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,7,7,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
990,Consulta de Lactancia por profesional  - Matrona/ón,12,112322,04040424,13,13122,18,7,,,,,11,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
991,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,16,4,7,4,1,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
992,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,16,16,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
993,Consulta de Lactancia por profesional  - Matrona/ón,12,112322,04040424,13,13122,29,16,,,,,13,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
994,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,18,7,4,4,2,1,0,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
995,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,13,,,,,,13,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
996,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,4,2,0,2,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
997,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,14,5,4,2,2,1,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
998,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,9,5,3,,1,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
999,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,6,2,4,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1000,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112322,09600287,13,13122,4,1,2,1,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1001,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,5,,,,,,5,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1002,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,11,11,,,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1003,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,10,,,,,,10,2,2,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1004,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,9,9,0,0,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1005,Consulta de Lactancia por profesional  - Matrona/ón,12,112322,04040424,13,13122,19,9,0,0,0,0,10,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1006,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,30,11,10,6,3,0,0,4,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1007,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,6,5,1,0,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1008,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,4,1,2,1,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1009,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112322,09600287,13,13122,2,2,0,0,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1010,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,7,,,,,,7,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1011,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,10,9,0,1,0,0,,2,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1012,Consulta de Lactancia por profesional  - Matrona/ón,12,112322,04040424,13,13122,16,9,0,0,0,0,7,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1013,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,12,8,3,1,0,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1014,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,6,4,1,1,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1015,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,9,6,2,1,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1016,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112322,09600287,13,13122,1,0,0,0,1,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1017,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,4,,,,,,4,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1018,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,15,13,,2,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1019,Consulta de Lactancia por profesional  - Matrona/ón,12,112322,04040424,13,13122,13,13,,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1020,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,18,10,3,4,1,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1021,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,13,6,3,4,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1022,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,11,9,1,1,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1023,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112322,09600287,13,13122,1,0,0,1,,,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1024,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,14,,,,,,14,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1025,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,6,6,,,,,,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1026,Consulta de Lactancia por profesional  - Matrona/ón,12,112322,04040424,13,13122,21,7,,,,,14,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1027,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,24,14,4,6,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1028,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,8,3,1,3,1,0,,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1029,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,22,8,9,3,2,0,,3,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1030,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,9,6,0,2,1,0,,2,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1031,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,10,3,1,4,2,0,,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1032,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112322,09600287,13,13122,3,0,1,1,1,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1033,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,2,,,,,,2,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1034,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,9,9,0,0,0,0,,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1035,Consulta de Lactancia por profesional  - Matrona/ón,12,112322,04040424,13,13122,11,9,0,0,0,0,2,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1036,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,22,9,2,7,4,0,0,3,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1037,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,5,2,3,0,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1038,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,10,4,3,3,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1039,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112322,09600287,13,13122,4,2,2,0,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1040,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,6,,,,,,6,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1041,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,6,5,0,1,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1042,Consulta de Lactancia por profesional  - Matrona/ón,12,112322,04040424,13,13122,5,5,,,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1043,Consulta de Lactancia por profesional  - Enfermera/o,12,112322,04040425,13,13122,1,,,1,,,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1044,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,19,8,8,3,0,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1045,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,9,2,3,3,1,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1046,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,11,3,4,2,2,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1047,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112322,09600287,13,13122,2,2,0,0,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1048,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,8,,,,,,8,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1049,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,13,9,3,1,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1050,Consulta de Lactancia por profesional  - Médico/a,12,112322,04040423,13,13122,1,1,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1051,Consulta de Lactancia por profesional  - Matrona/ón,12,112322,04040424,13,13122,13,10,3,0,0,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1052,Consulta de Lactancia por profesional  - Enfermera/o,12,112322,04040425,13,13122,1,0,0,1,0,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1053,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,20,5,7,5,3,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1054,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,112322,04040420,13,13122,3,2,0,0,1,0,,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1055,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,112322,04040421,13,13122,2,1,0,1,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1056,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,112322,09600287,13,13122,2,2,0,0,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1057,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,12,112322,09600288,13,13122,9,,,,,,9,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1058,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,112322,09600289,13,13122,10,9,1,0,0,0,,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1059,Consulta de Lactancia por profesional  - Matrona/ón,12,112322,04040424,13,13122,18,9,0,0,0,0,9,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1060,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,8,5,1,1,1,0,0,1,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
1061,Consulta de Lactancia por profesional  - Nutricionista ,12,112322,04040426,13,13122,14,7,3,4,0,0,0,0,0,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Gerardo Whelan,Peñalolén
