,descripcion_prestacion,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,TOTAL,De 0 a 29 días,De 1 mes a 2 meses 29 días,De 3 meses a 5 meses 29 días,De 6 meses a 11 meses 29 días,De 1 a 2 años,Gestantes,Pueblos Originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
7278,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109303,04040421,13,13127,32,7,16,4,5,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7279,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,109303,09600287,13,13127,7,6,0,1,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7280,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,109303,09600289,13,13127,3,2,0,1,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7281,Consulta de Lactancia por profesional  - Matrona/ón,9,109303,04040424,13,13127,13,13,,,,,0,0,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7282,Consulta de Lactancia por profesional  - Nutricionista ,9,109303,04040426,13,13127,42,15,16,6,5,0,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7283,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109390,04040420,13,13127,5,5,0,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7284,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109390,04040421,13,13127,10,8,0,2,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7285,Consulta de Lactancia por profesional  - Nutricionista ,9,109301,04040426,13,13127,60,34,14,7,5,,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Recoleta,Recoleta
7286,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109303,04040420,13,13127,15,15,,,,,,0,8,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7287,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109303,04040421,13,13127,19,3,5,7,4,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7288,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109303,04040420,13,13127,12,12,0,0,0,0,,0,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7289,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109390,04040420,13,13127,7,7,0,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7290,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109390,04040421,13,13127,15,13,2,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7291,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,109390,09600287,13,13127,3,3,0,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7292,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,9,109390,09600288,13,13127,15,,,,,,15,1,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7293,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,109390,09600289,13,13127,37,8,9,14,0,6,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7294,Consulta de Lactancia por profesional  - Nutricionista ,9,109390,04040426,13,13127,25,23,2,0,0,0,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7295,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109390,04040420,13,13127,4,2,2,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7296,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109390,04040421,13,13127,19,6,9,4,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7297,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,109390,09600287,13,13127,5,4,1,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7298,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,9,109390,09600288,13,13127,13,,,,,,13,0,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7299,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,109390,09600289,13,13127,34,13,7,9,2,3,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7300,Consulta de Lactancia por profesional  - Médico/a,9,109390,04040423,13,13127,2,0,2,0,0,0,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7301,Consulta de Lactancia por profesional  - Nutricionista ,9,109390,04040426,13,13127,26,12,10,4,0,0,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7302,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,109303,09600287,13,13127,12,10,2,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7303,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,109303,09600289,13,13127,6,4,2,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7304,Consulta de Lactancia por profesional  - Matrona/ón,9,109303,04040424,13,13127,12,12,0,0,0,0,0,0,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7305,Consulta de Lactancia por profesional  - Nutricionista ,9,109303,04040426,13,13127,27,7,14,5,1,0,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7306,Consulta de Lactancia por profesional  - Nutricionista ,9,109301,04040426,13,13127,48,22,19,6,1,,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Recoleta,Recoleta
7307,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109301,04040420,13,13127,19,13,4,2,,,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Recoleta,Recoleta
7308,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109301,04040421,13,13127,24,5,14,4,1,,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Recoleta,Recoleta
7309,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109303,04040421,13,13127,20,2,12,5,1,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7310,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109390,04040420,13,13127,7,4,3,0,0,0,,1,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7311,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109390,04040421,13,13127,10,5,5,0,0,0,,1,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7312,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,109390,09600287,13,13127,12,10,2,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7313,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,9,109390,09600288,13,13127,18,,,,,,18,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7314,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,109390,09600289,13,13127,26,15,2,2,7,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7315,Consulta de Lactancia por profesional  - Nutricionista ,9,109390,04040426,13,13127,29,19,10,0,0,0,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta
7316,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109303,04040420,13,13127,13,13,,,,,,0,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7317,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,109303,04040421,13,13127,16,0,11,2,3,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7318,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,109303,09600287,13,13127,8,7,1,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7319,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,109303,09600289,13,13127,4,3,1,0,0,0,,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7320,Consulta de Lactancia por profesional  - Matrona/ón,9,109303,04040424,13,13127,13,13,,,,,0,0,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7321,Consulta de Lactancia por profesional  - Nutricionista ,9,109303,04040426,13,13127,20,3,12,2,3,0,0,0,0,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta
7322,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,109420,04040420,13,13301,1,,1,,,,,0,0,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Chacabuco (Colina),Colina
