,Ano,Mes,IdServicio,nombre_ss,IdEstablecimiento,nombre_establecimiento,IdRegion,IdComuna,nombre_comuna,CodigoPrestacion,Prestación,1° mes,3° mes,6° mes
0,2017,11,13,Servicio de Salud Metropolitano Sur,113303,Centro de Salud Familiar Amador Neghme,13,13121,Pedro Aguirre Cerda,A0200001,MENORES CONTROLADOS,11,12,7
1,2017,11,13,Servicio de Salud Metropolitano Sur,200337,Centro Comunitario de Salud Familiar Martín Henríquez,13,13129,San Joaquín,A0200002,LACTANCIA MATERNA EXCLUSIVA,0,0,1
2,2017,5,12,Servicio de Salud Metropolitano Oriente,112311,Centro de Salud Familiar Salvador Bustos,13,13120,Ñuñoa,A0200001,MENORES CONTROLADOS,9,7,7
3,2017,5,12,Servicio de Salud Metropolitano Oriente,112311,Centro de Salud Familiar Salvador Bustos,13,13120,Ñuñoa,A0200002,LACTANCIA MATERNA EXCLUSIVA,8,4,2
4,2017,5,10,Servicio de Salud Metropolitano Occidente,110316,Centro de Salud Familiar Pablo Neruda,13,13117,Lo Prado,A0200002,LACTANCIA MATERNA EXCLUSIVA,11,6,8
5,2017,1,9,Servicio de Salud Metropolitano Norte,109718,Centro Comunitario de Salud Familiar Los Libertadores,13,13107,Huechuraba,A0200001,MENORES CONTROLADOS,1,1,3
6,2017,10,9,Servicio de Salud Metropolitano Norte,200304,Centro Comunitario de Salud Familiar Beato Padre Hurtado,13,13125,Quilicura,A0200001,MENORES CONTROLADOS,2,2,0
7,2017,8,9,Servicio de Salud Metropolitano Norte,109104,Hospital de Til Til,13,13303,Tiltil,A0200002,LACTANCIA MATERNA EXCLUSIVA,1,,2
8,2017,3,9,Servicio de Salud Metropolitano Norte,109412,Posta de Salud Rural Montenegro,13,13303,Tiltil,A0200001,MENORES CONTROLADOS,,,
9,2017,12,11,Servicio de Salud Metropolitano Central,111383,Centro de Salud Familiar Dr. Luis Ferrada,13,13119,Maipú,A0200002,LACTANCIA MATERNA EXCLUSIVA,6,3,5
10,2017,8,10,Servicio de Salud Metropolitano Occidente,110360,Centro de Salud Familiar Renca,13,13128,Renca,A0200002,LACTANCIA MATERNA EXCLUSIVA,18,23,8
11,2017,12,10,Servicio de Salud Metropolitano Occidente,110350,Centro de Salud Familiar Pudahuel Estrella,13,13124,Pudahuel,A0200001,MENORES CONTROLADOS,8,16,20
12,2017,12,10,Servicio de Salud Metropolitano Occidente,110350,Centro de Salud Familiar Pudahuel Estrella,13,13124,Pudahuel,A0200002,LACTANCIA MATERNA EXCLUSIVA,6,15,14
13,2017,4,11,Servicio de Salud Metropolitano Central,111310,Centro de Salud Familiar Las Mercedes,13,13106,Estación Central,A0200002,LACTANCIA MATERNA EXCLUSIVA,6,1,8
14,2017,4,13,Servicio de Salud Metropolitano Sur,113753,Centro Comunitario de Salud Familiar Reverendo Javier Peró,13,13129,San Joaquín,A0200002,LACTANCIA MATERNA EXCLUSIVA,,1,1
15,2017,12,9,Servicio de Salud Metropolitano Norte,109324,Centro de Salud Familiar Presidente Salvador Allende Gossens,13,13125,Quilicura,A0200001,MENORES CONTROLADOS,26,26,22
16,2017,5,11,Servicio de Salud Metropolitano Sur,111303,Centro de Salud Familiar Lo Valledor Norte,13,13121,Pedro Aguirre Cerda,A0200002,LACTANCIA MATERNA EXCLUSIVA,8,10,4
17,2017,7,11,Servicio de Salud Metropolitano Central,111376,Centro de Salud Familiar Matta Sur,13,13101,Santiago,A0200002,LACTANCIA MATERNA EXCLUSIVA,7,4,9
18,2017,4,11,Servicio de Salud Metropolitano Central,111376,Centro de Salud Familiar Matta Sur,13,13101,Santiago,A0200001,MENORES CONTROLADOS,8,11,3
19,2017,10,11,Servicio de Salud Metropolitano Central,111307,Centro de Salud Familiar Enfermera Sofía Pincheira,13,13102,Cerrillos,A0200001,MENORES CONTROLADOS,3,13,6
20,2017,4,10,Servicio de Salud Metropolitano Occidente,110315,Centro de Salud Familiar Santa Anita,13,13117,Lo Prado,A0200001,MENORES CONTROLADOS,8,16,7
21,2017,4,10,Servicio de Salud Metropolitano Occidente,110315,Centro de Salud Familiar Santa Anita,13,13117,Lo Prado,A0200002,LACTANCIA MATERNA EXCLUSIVA,7,11,2
22,2017,3,10,Servicio de Salud Metropolitano Occidente,110390,Centro de Salud Familiar Dr. Alberto Allende Jones,13,13601,Talagante,A0200002,LACTANCIA MATERNA EXCLUSIVA,14,7,9
23,2017,2,10,Servicio de Salud Metropolitano Occidente,110390,Centro de Salud Familiar Dr. Alberto Allende Jones,13,13601,Talagante,A0200002,LACTANCIA MATERNA EXCLUSIVA,13,7,5
24,2017,6,9,Servicio de Salud Metropolitano Norte,109302,Centro de Salud Familiar Lucas Sierra,13,13104,Conchalí,A0200001,MENORES CONTROLADOS,13,12,6
25,2017,11,13,Servicio de Salud Metropolitano Sur,200210,Centro Comunitario de Salud Familiar Coñimo,13,13129,San Joaquín,A0200001,MENORES CONTROLADOS,1,0,1
26,2017,4,12,Servicio de Salud Metropolitano Oriente,112302,Centro de Salud Familiar Dr. Alfonso Leng,13,13123,Providencia,A0200001,MENORES CONTROLADOS,2,1,3
27,2017,4,12,Servicio de Salud Metropolitano Oriente,112302,Centro de Salud Familiar Dr. Alfonso Leng,13,13123,Providencia,A0200002,LACTANCIA MATERNA EXCLUSIVA,2,1,3
28,2017,12,14,Servicio de Salud Metropolitano Sur Oriente,114309,Centro de Salud Familiar Pablo de Rokha,13,13112,La Pintana,A0200001,MENORES CONTROLADOS,1,2,2
29,2017,11,14,Servicio de Salud Metropolitano Sur Oriente,114308,Centro de Salud Familiar San Rafael,13,13112,La Pintana,A0200001,MENORES CONTROLADOS,6,14,3
30,2017,11,14,Servicio de Salud Metropolitano Sur Oriente,114308,Centro de Salud Familiar San Rafael,13,13112,La Pintana,A0200002,LACTANCIA MATERNA EXCLUSIVA,4,9,2
31,2017,7,10,Servicio de Salud Metropolitano Occidente,110781,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,13,13501,Melipilla,A0200001,MENORES CONTROLADOS,2,2,3
32,2017,3,10,Servicio de Salud Metropolitano Occidente,110351,Centro de Salud Familiar Pudahuel Poniente,13,13124,Pudahuel,A0200001,MENORES CONTROLADOS,21,17,12
33,2017,6,10,Servicio de Salud Metropolitano Occidente,110354,Centro de Salud Familiar Violeta Parra,13,13124,Pudahuel,A0200001,MENORES CONTROLADOS,14,13,15
34,2017,6,10,Servicio de Salud Metropolitano Occidente,110354,Centro de Salud Familiar Violeta Parra,13,13124,Pudahuel,A0200002,LACTANCIA MATERNA EXCLUSIVA,11,10,11
35,2017,5,10,Servicio de Salud Metropolitano Occidente,110752,Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,13,13124,Pudahuel,A0200001,MENORES CONTROLADOS,3,1,3
36,2017,10,9,Servicio de Salud Metropolitano Norte,109302,Centro de Salud Familiar Lucas Sierra,13,13104,Conchalí,A0200001,MENORES CONTROLADOS,20,9,8
37,2017,11,13,Servicio de Salud Metropolitano Sur,113307,Centro de Salud Familiar Padre Esteban Gumucio Vives,13,13111,La Granja,A0200002,LACTANCIA MATERNA EXCLUSIVA,2,2,3
38,2017,8,11,Servicio de Salud Metropolitano Central,111306,Centro de Salud Familiar San José de Chuchunco,13,13106,Estación Central,A0200001,MENORES CONTROLADOS,9,12,10
39,2017,5,10,Servicio de Salud Metropolitano Occidente,110366,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),13,13604,Padre Hurtado,A0200001,MENORES CONTROLADOS,18,16,21
40,2017,5,12,Servicio de Salud Metropolitano Oriente,112316,Centro de Salud Familiar Carol Urzúa Ibáñez,13,13122,Peñalolén,A0200001,MENORES CONTROLADOS,17,7,2
41,2017,5,12,Servicio de Salud Metropolitano Oriente,112316,Centro de Salud Familiar Carol Urzúa Ibáñez,13,13122,Peñalolén,A0200002,LACTANCIA MATERNA EXCLUSIVA,13,3,1
42,2017,12,11,Servicio de Salud Metropolitano Central,111302,Centro de Salud Familiar Padre Vicente Irarrázabal,13,13106,Estación Central,A0200001,MENORES CONTROLADOS,10,20,17
43,2017,5,10,Servicio de Salud Metropolitano Occidente,110369,Centro de Salud Familiar Dr. Fernando Monckeberg,13,13605,Peñaflor,A0200001,MENORES CONTROLADOS,10,11,11
44,2017,5,10,Servicio de Salud Metropolitano Occidente,110369,Centro de Salud Familiar Dr. Fernando Monckeberg,13,13605,Peñaflor,A0200002,LACTANCIA MATERNA EXCLUSIVA,9,8,10
45,2017,12,11,Servicio de Salud Metropolitano Central,111382,Centro de Salud Familiar Presidenta Michelle Bachelet,13,13119,Maipú,A0200002,LACTANCIA MATERNA EXCLUSIVA,5,7,8
46,2017,8,10,Servicio de Salud Metropolitano Occidente,110366,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),13,13604,Padre Hurtado,A0200001,MENORES CONTROLADOS,16,17,14
47,2017,8,10,Servicio de Salud Metropolitano Occidente,110366,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),13,13604,Padre Hurtado,A0200002,LACTANCIA MATERNA EXCLUSIVA,13,12,8
48,2017,8,10,Servicio de Salud Metropolitano Occidente,110360,Centro de Salud Familiar Renca,13,13128,Renca,A0200001,MENORES CONTROLADOS,19,26,11
49,2017,2,11,Servicio de Salud Metropolitano Central,111301,Centro de Salud Familiar Nº 5,13,13101,Santiago,A0200001,MENORES CONTROLADOS,9,6,15
50,2017,5,11,Servicio de Salud Metropolitano Central,111306,Centro de Salud Familiar San José de Chuchunco,13,13106,Estación Central,A0200001,MENORES CONTROLADOS,6,11,9
51,2017,1,14,Servicio de Salud Metropolitano Sur Oriente,114305,Centro de Salud Familiar Los Quillayes,13,13110,La Florida,A0200001,MENORES CONTROLADOS,29,19,15
52,2017,5,10,Servicio de Salud Metropolitano Occidente,110475,Posta de Salud Rural Chorombo,13,13504,Maria Pinto,A0200001,MENORES CONTROLADOS,3,,1
53,2017,3,11,Servicio de Salud Metropolitano Sur,111303,Centro de Salud Familiar Lo Valledor Norte,13,13121,Pedro Aguirre Cerda,A0200002,LACTANCIA MATERNA EXCLUSIVA,13,7,4
54,2017,2,13,Servicio de Salud Metropolitano Sur,113313,Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo),13,13401,San Bernardo,A0200001,MENORES CONTROLADOS,5,6,5
55,2017,6,13,Servicio de Salud Metropolitano Sur,113313,Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo),13,13401,San Bernardo,A0200002,LACTANCIA MATERNA EXCLUSIVA,12,5,4
56,2017,7,10,Servicio de Salud Metropolitano Occidente,110430,Posta de Salud Rural San Antonio de Naltagua,13,13603,Isla de Maipo,A0200001,MENORES CONTROLADOS,,,
57,2017,2,10,Servicio de Salud Metropolitano Occidente,110325,Centro de Salud Familiar Garín,13,13126,Quinta Normal,A0200002,LACTANCIA MATERNA EXCLUSIVA,3,6,5
58,2017,10,9,Servicio de Salud Metropolitano Norte,109303,Centro de Salud Familiar Quinta Bella,13,13127,Recoleta,A0200002,LACTANCIA MATERNA EXCLUSIVA,9,8,
59,2017,7,9,Servicio de Salud Metropolitano Norte,109712,Centro Comunitario de Salud Familiar Batuco,13,13302,Lampa,A0200001,MENORES CONTROLADOS,,,6
60,2017,9,9,Servicio de Salud Metropolitano Norte,109718,Centro Comunitario de Salud Familiar Los Libertadores,13,13107,Huechuraba,A0200001,MENORES CONTROLADOS,1,2,5
61,2017,8,9,Servicio de Salud Metropolitano Norte,109300,Centro de Salud Familiar Agustín Cruz Melo,13,13108,Independencia,A0200001,MENORES CONTROLADOS,29,34,37
62,2017,12,14,Servicio de Salud Metropolitano Sur Oriente,114309,Centro de Salud Familiar Pablo de Rokha,13,13112,La Pintana,A0200002,LACTANCIA MATERNA EXCLUSIVA,1,1,2
63,2017,1,9,Servicio de Salud Metropolitano Norte,109302,Centro de Salud Familiar Lucas Sierra,13,13104,Conchalí,A0200002,LACTANCIA MATERNA EXCLUSIVA,7,6,8
64,2017,7,11,Servicio de Salud Metropolitano Central,111783,Centro Comunitario de Salud Familiar Lo Errázuriz,13,13119,Maipú,A0200001,MENORES CONTROLADOS,0,1,1
65,2017,5,11,Servicio de Salud Metropolitano Central,111370,Centro de Salud Familiar Padre Orellana,13,13101,Santiago,A0200001,MENORES CONTROLADOS,11,9,8
66,2017,1,11,Servicio de Salud Metropolitano Central,111300,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,13,13101,Santiago,A0200001,MENORES CONTROLADOS,39,32,16
67,2017,7,13,Servicio de Salud Metropolitano Sur,113330,Centro de Salud Familiar Raúl Brañes F.,13,13401,San Bernardo,A0200002,LACTANCIA MATERNA EXCLUSIVA,19,10,15
68,2017,3,12,Servicio de Salud Metropolitano Oriente,112302,Centro de Salud Familiar Dr. Alfonso Leng,13,13123,Providencia,A0200002,LACTANCIA MATERNA EXCLUSIVA,3,2,
69,2017,10,9,Servicio de Salud Metropolitano Norte,109104,Hospital de Til Til,13,13303,Tiltil,A0200002,LACTANCIA MATERNA EXCLUSIVA,1,2,2
70,2017,1,9,Servicio de Salud Metropolitano Norte,109419,Posta de Salud Rural Santa Marta de Liray,13,13301,Colina,A0200001,MENORES CONTROLADOS,,,
71,2017,9,13,Servicio de Salud Metropolitano Sur,113316,Centro de Salud Familiar Carol Urzúa,13,13401,San Bernardo,A0200001,MENORES CONTROLADOS,14,7,9
72,2017,9,13,Servicio de Salud Metropolitano Sur,113316,Centro de Salud Familiar Carol Urzúa,13,13401,San Bernardo,A0200002,LACTANCIA MATERNA EXCLUSIVA,11,6,7
73,2017,12,13,Servicio de Salud Metropolitano Sur,113306,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),13,13121,Pedro Aguirre Cerda,A0200002,LACTANCIA MATERNA EXCLUSIVA,17,14,12
74,2017,5,13,Servicio de Salud Metropolitano Sur,113316,Centro de Salud Familiar Carol Urzúa,13,13401,San Bernardo,A0200002,LACTANCIA MATERNA EXCLUSIVA,14,7,12
75,2017,10,9,Servicio de Salud Metropolitano Norte,109316,Centro de Salud Familiar Esmeralda,13,13301,Colina,A0200001,MENORES CONTROLADOS,19,26,14
76,2017,4,9,,109407,,13,13302,Lampa,A0200001,MENORES CONTROLADOS,6,10,0
77,2017,4,13,Servicio de Salud Metropolitano Sur,113307,Centro de Salud Familiar Padre Esteban Gumucio Vives,13,13111,La Granja,A0200001,MENORES CONTROLADOS,11,8,6
78,2017,3,12,Servicio de Salud Metropolitano Oriente,112302,Centro de Salud Familiar Dr. Alfonso Leng,13,13123,Providencia,A0200001,MENORES CONTROLADOS,4,3,
79,2017,2,12,Servicio de Salud Metropolitano Oriente,112313,Centro de Salud Familiar Santa Julia,13,13118,Macul,A0200002,LACTANCIA MATERNA EXCLUSIVA,4,12,4
80,2017,3,10,Servicio de Salud Metropolitano Occidente,110345,Centro de Salud Familiar Dr. Carlos Avendaño,13,13117,Lo Prado,A0200001,MENORES CONTROLADOS,13,19,9
81,2017,10,10,Servicio de Salud Metropolitano Occidente,110310,Centro de Salud Familiar Andes,13,13126,Quinta Normal,A0200001,MENORES CONTROLADOS,21,26,11
82,2017,10,10,Servicio de Salud Metropolitano Occidente,110310,Centro de Salud Familiar Andes,13,13126,Quinta Normal,A0200002,LACTANCIA MATERNA EXCLUSIVA,16,17,9
83,2017,8,12,Servicio de Salud Metropolitano Oriente,112304,Centro de Salud Familiar Apoquindo,13,13114,Las Condes,A0200001,MENORES CONTROLADOS,2,,1
84,2017,5,10,Servicio de Salud Metropolitano Occidente,110360,Centro de Salud Familiar Renca,13,13128,Renca,A0200002,LACTANCIA MATERNA EXCLUSIVA,24,27,6
85,2017,9,9,Servicio de Salud Metropolitano Norte,109323,Centro de Salud Familiar Dr. Salvador Allende Gossens,13,13107,Huechuraba,A0200001,MENORES CONTROLADOS,17,10,7
86,2017,8,11,Servicio de Salud Metropolitano Sur,111303,Centro de Salud Familiar Lo Valledor Norte,13,13121,Pedro Aguirre Cerda,A0200001,MENORES CONTROLADOS,9,10,8
87,2017,4,11,Servicio de Salud Metropolitano Central,111380,Centro de Salud Familiar Dr. Carlos Godoy,13,13119,Maipú,A0200001,MENORES CONTROLADOS,11,17,12
88,2017,7,11,Servicio de Salud Metropolitano Central,111307,Centro de Salud Familiar Enfermera Sofía Pincheira,13,13102,Cerrillos,A0200002,LACTANCIA MATERNA EXCLUSIVA,9,6,2
89,2017,9,11,Servicio de Salud Metropolitano Central,111307,Centro de Salud Familiar Enfermera Sofía Pincheira,13,13102,Cerrillos,A0200002,LACTANCIA MATERNA EXCLUSIVA,6,5,0
90,2017,11,14,Servicio de Salud Metropolitano Sur Oriente,114306,Centro de Salud Familiar La Granja,13,13111,La Granja,A0200001,MENORES CONTROLADOS,14,11,18
91,2017,11,14,Servicio de Salud Metropolitano Sur Oriente,114306,Centro de Salud Familiar La Granja,13,13111,La Granja,A0200002,LACTANCIA MATERNA EXCLUSIVA,13,8,12
92,2017,5,9,Servicio de Salud Metropolitano Norte,109715,Centro Comunitario de Salud Familiar Pucara de Lasana,13,13125,Quilicura,A0200001,MENORES CONTROLADOS,1,2,
93,2017,3,9,Servicio de Salud Metropolitano Norte,109413,Posta de Salud Rural Rungue,13,13303,Tiltil,A0200001,MENORES CONTROLADOS,,,
94,2017,8,13,Servicio de Salud Metropolitano Sur,113315,Centro de Salud Familiar Confraternidad,13,13401,San Bernardo,A0200002,LACTANCIA MATERNA EXCLUSIVA,11,9,6
95,2017,5,12,Servicio de Salud Metropolitano Oriente,112314,Centro de Salud Familiar La Faena,13,13122,Peñalolén,A0200001,MENORES CONTROLADOS,14,13,15
96,2017,5,12,Servicio de Salud Metropolitano Oriente,112314,Centro de Salud Familiar La Faena,13,13122,Peñalolén,A0200002,LACTANCIA MATERNA EXCLUSIVA,7,12,10
97,2017,4,10,Servicio de Salud Metropolitano Occidente,110475,Posta de Salud Rural Chorombo,13,13504,Maria Pinto,A0200001,MENORES CONTROLADOS,3,,
98,2017,2,10,Servicio de Salud Metropolitano Occidente,110316,Centro de Salud Familiar Pablo Neruda,13,13117,Lo Prado,A0200002,LACTANCIA MATERNA EXCLUSIVA,13,11,2
99,2017,1,13,Servicio de Salud Metropolitano Sur,113753,Centro Comunitario de Salud Familiar Reverendo Javier Peró,13,13129,San Joaquín,A0200002,LACTANCIA MATERNA EXCLUSIVA,,,1
100,2017,6,13,Servicio de Salud Metropolitano Sur,113411,Posta de Salud Rural Abrantes,13,13404,Paine,A0200001,MENORES CONTROLADOS,,3,
101,2017,10,13,Servicio de Salud Metropolitano Sur,113409,Posta de Salud Rural Huelquén,13,13404,Paine,A0200001,MENORES CONTROLADOS,1,5,4
102,2017,8,13,Servicio de Salud Metropolitano Sur,113717,Centro Comunitario de Salud Familiar Santa Laura,13,13105,El Bosque,A0200001,MENORES CONTROLADOS,1,2,1
103,2017,1,13,Servicio de Salud Metropolitano Sur,113394,Centro de Salud Familiar El Manzano,13,13401,San Bernardo,A0200002,LACTANCIA MATERNA EXCLUSIVA,10,14,4
104,2017,4,9,Servicio de Salud Metropolitano Norte,109713,Centro Comunitario de Salud Familiar La Foresta,13,13125,Quilicura,A0200001,MENORES CONTROLADOS,,,
105,2017,6,11,,111782,,13,13119,Maipú,A0200001,MENORES CONTROLADOS,0,0,0
106,2017,2,9,Servicio de Salud Metropolitano Norte,109316,Centro de Salud Familiar Esmeralda,13,13301,Colina,A0200002,LACTANCIA MATERNA EXCLUSIVA,16,17,9
107,2017,2,9,Servicio de Salud Metropolitano Norte,109713,Centro Comunitario de Salud Familiar La Foresta,13,13125,Quilicura,A0200001,MENORES CONTROLADOS,1,1,
108,2017,12,11,Servicio de Salud Metropolitano Central,111307,Centro de Salud Familiar Enfermera Sofía Pincheira,13,13102,Cerrillos,A0200002,LACTANCIA MATERNA EXCLUSIVA,10,13,0
109,2017,7,10,Servicio de Salud Metropolitano Occidente,110350,Centro de Salud Familiar Pudahuel Estrella,13,13124,Pudahuel,A0200001,MENORES CONTROLADOS,12,6,19
110,2017,7,10,Servicio de Salud Metropolitano Occidente,110350,Centro de Salud Familiar Pudahuel Estrella,13,13124,Pudahuel,A0200002,LACTANCIA MATERNA EXCLUSIVA,7,3,15
111,2017,2,10,Servicio de Salud Metropolitano Occidente,110330,Centro de Salud Familiar Dr. Adalberto Steeger,13,13103,Cerro Navia,A0200001,MENORES CONTROLADOS,29,21,11
112,2017,12,13,Servicio de Salud Metropolitano Sur,113314,Centro de Salud Familiar Cóndores de Chile,13,13105,El Bosque,A0200001,MENORES CONTROLADOS,18,19,15
113,2017,5,11,Servicio de Salud Metropolitano Central,111376,Centro de Salud Familiar Matta Sur,13,13101,Santiago,A0200002,LACTANCIA MATERNA EXCLUSIVA,13,1,7
114,2017,11,11,Servicio de Salud Metropolitano Central,111302,Centro de Salud Familiar Padre Vicente Irarrázabal,13,13106,Estación Central,A0200001,MENORES CONTROLADOS,16,23,19
115,2017,9,11,Servicio de Salud Metropolitano Central,111306,Centro de Salud Familiar San José de Chuchunco,13,13106,Estación Central,A0200002,LACTANCIA MATERNA EXCLUSIVA,5,9,5
116,2017,1,13,Servicio de Salud Metropolitano Sur,113412,Posta de Salud Rural Chada,13,13404,Paine,A0200002,LACTANCIA MATERNA EXCLUSIVA,1,1,0
117,2017,1,11,Servicio de Salud Metropolitano Central,111376,Centro de Salud Familiar Matta Sur,13,13101,Santiago,A0200002,LACTANCIA MATERNA EXCLUSIVA,3,7,2
118,2017,3,14,Servicio de Salud Metropolitano Sur Oriente,114325,Centro de Salud Familiar Granja Sur,13,13111,La Granja,A0200002,LACTANCIA MATERNA EXCLUSIVA,11,15,15
119,2017,6,10,Servicio de Salud Metropolitano Occidente,110375,Centro de Salud Familiar Isla de Maipo,13,13603,Isla de Maipo,A0200002,LACTANCIA MATERNA EXCLUSIVA,2,,2
120,2017,9,13,Servicio de Salud Metropolitano Sur,113334,Centro de Salud Familiar Los Bajos de San Agustín,13,13403,Calera de Tango,A0200001,MENORES CONTROLADOS,4,6,1
121,2017,5,13,Servicio de Salud Metropolitano Sur,113402,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,13,13402,Buin,A0200002,LACTANCIA MATERNA EXCLUSIVA,0,2,1
122,2017,7,10,Servicio de Salud Metropolitano Occidente,110375,Centro de Salud Familiar Isla de Maipo,13,13603,Isla de Maipo,A0200001,MENORES CONTROLADOS,6,6,4
123,2017,7,10,Servicio de Salud Metropolitano Occidente,110375,Centro de Salud Familiar Isla de Maipo,13,13603,Isla de Maipo,A0200002,LACTANCIA MATERNA EXCLUSIVA,4,6,4
124,2017,9,13,Servicio de Salud Metropolitano Sur,113407,Posta de Salud Rural Los Morros,13,13402,Buin,A0200001,MENORES CONTROLADOS,0,4,1
125,2017,9,11,Servicio de Salud Metropolitano Central,111372,Centro de Salud Familiar Arauco,13,13101,Santiago,A0200001,MENORES CONTROLADOS,2,8,4
126,2017,4,13,Servicio de Salud Metropolitano Sur,113701,Centro Comunitario de Salud Familiar Yalta,13,13129,San Joaquín,A0200001,MENORES CONTROLADOS,1,1,3
127,2017,8,13,Servicio de Salud Metropolitano Sur,113305,Centro de Salud Familiar Arturo Baeza Goñi,13,13129,San Joaquín,A0200002,LACTANCIA MATERNA EXCLUSIVA,5,4,2
128,2017,12,13,Servicio de Salud Metropolitano Sur,113305,Centro de Salud Familiar Arturo Baeza Goñi,13,13129,San Joaquín,A0200002,LACTANCIA MATERNA EXCLUSIVA,7,5,4
129,2017,4,12,Servicio de Salud Metropolitano Oriente,112307,Centro de Salud Familiar Lo Barnechea,13,13115,Lo Barnechea,A0200001,MENORES CONTROLADOS,,,2
130,2017,7,9,Servicio de Salud Metropolitano Norte,109715,Centro Comunitario de Salud Familiar Pucara de Lasana,13,13125,Quilicura,A0200001,MENORES CONTROLADOS,2,1,1
131,2017,3,9,Servicio de Salud Metropolitano Norte,109314,Centro de Salud Familiar Juanita Aguirre,13,13104,Conchalí,A0200002,LACTANCIA MATERNA EXCLUSIVA,9,7,6
132,2017,3,10,Servicio de Salud Metropolitano Occidente,110345,Centro de Salud Familiar Dr. Carlos Avendaño,13,13117,Lo Prado,A0200002,LACTANCIA MATERNA EXCLUSIVA,10,14,7
133,2017,6,13,Servicio de Salud Metropolitano Sur,113301,Centro de Salud Familiar San Joaquín,13,13129,San Joaquín,A0200002,LACTANCIA MATERNA EXCLUSIVA,2,3,5
134,2017,4,11,Servicio de Salud Metropolitano Central,111370,Centro de Salud Familiar Padre Orellana,13,13101,Santiago,A0200002,LACTANCIA MATERNA EXCLUSIVA,7,6,4
135,2017,5,12,Servicio de Salud Metropolitano Oriente,112321,Centro de Salud Familiar Cardenal Silva Henríquez,13,13122,Peñalolén,A0200001,MENORES CONTROLADOS,,,9
136,2017,5,12,Servicio de Salud Metropolitano Oriente,112321,Centro de Salud Familiar Cardenal Silva Henríquez,13,13122,Peñalolén,A0200002,LACTANCIA MATERNA EXCLUSIVA,,,7
137,2017,4,12,Servicio de Salud Metropolitano Oriente,112307,Centro de Salud Familiar Lo Barnechea,13,13115,Lo Barnechea,A0200002,LACTANCIA MATERNA EXCLUSIVA,,,
138,2017,2,12,Servicio de Salud Metropolitano Oriente,112322,Centro de Salud Familiar Padre Gerardo Whelan,13,13122,Peñalolén,A0200001,MENORES CONTROLADOS,,2,8
139,2017,2,12,Servicio de Salud Metropolitano Oriente,112322,Centro de Salud Familiar Padre Gerardo Whelan,13,13122,Peñalolén,A0200002,LACTANCIA MATERNA EXCLUSIVA,,1,5
140,2017,2,12,Servicio de Salud Metropolitano Oriente,112799,Centro Comunitario de Salud Familiar Bicentenario,13,13115,Lo Barnechea,A0200002,LACTANCIA MATERNA EXCLUSIVA,,,
141,2017,2,12,Servicio de Salud Metropolitano Oriente,112319,Centro de Salud Familiar Padre Alberto Hurtado,13,13118,Macul,A0200001,MENORES CONTROLADOS,4,2,6
142,2017,2,12,Servicio de Salud Metropolitano Oriente,112319,Centro de Salud Familiar Padre Alberto Hurtado,13,13118,Macul,A0200002,LACTANCIA MATERNA EXCLUSIVA,2,2,5
143,2017,12,11,Servicio de Salud Metropolitano Central,111307,Centro de Salud Familiar Enfermera Sofía Pincheira,13,13102,Cerrillos,A0200001,MENORES CONTROLADOS,12,17,1
144,2017,7,11,Servicio de Salud Metropolitano Central,111781,Centro Comunitario de Salud Familiar Villa Francia,13,13106,Estación Central,A0200002,LACTANCIA MATERNA EXCLUSIVA,,2,
145,2017,5,10,Servicio de Salud Metropolitano Occidente,110315,Centro de Salud Familiar Santa Anita,13,13117,Lo Prado,A0200002,LACTANCIA MATERNA EXCLUSIVA,5,11,9
146,2017,2,9,Servicio de Salud Metropolitano Norte,109302,Centro de Salud Familiar Lucas Sierra,13,13104,Conchalí,A0200002,LACTANCIA MATERNA EXCLUSIVA,6,7,11
147,2017,7,9,Servicio de Salud Metropolitano Norte,109308,Centro de Salud Familiar Alberto Bachelet Martínez,13,13104,Conchalí,A0200002,LACTANCIA MATERNA EXCLUSIVA,16,9,10
148,2017,9,13,Servicio de Salud Metropolitano Sur,113301,Centro de Salud Familiar San Joaquín,13,13129,San Joaquín,A0200002,LACTANCIA MATERNA EXCLUSIVA,5,1,4
149,2017,8,13,Servicio de Salud Metropolitano Sur,113409,Posta de Salud Rural Huelquén,13,13404,Paine,A0200001,MENORES CONTROLADOS,5,3,2
150,2017,11,11,Servicio de Salud Metropolitano Central,111300,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,13,13101,Santiago,A0200001,MENORES CONTROLADOS,23,38,26
151,2017,9,11,Servicio de Salud Metropolitano Central,111302,Centro de Salud Familiar Padre Vicente Irarrázabal,13,13106,Estación Central,A0200002,LACTANCIA MATERNA EXCLUSIVA,16,18,8
