,Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,Col01,Col02,Col03,1° mes,3° mes,6° mes,Col07,Col08,Col09,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación
2005,7,9,2024,200347,A0200002,13,13104,6.0,2.0,,2.0,1.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA
3540,1,9,2024,200609,A0200002,13,13104,11.0,,3.0,,1.0,7.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
9595,2,13,2024,113324,A0200002,13,13105,47.0,8.0,8.0,16.0,10.0,5.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,LACTANCIA MATERNA EXCLUSIVA
13073,2,13,2024,113324,A0200001,13,13105,81.0,8.0,14.0,23.0,18.0,7.0,8.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,MENORES CONTROLADOS
18785,5,14,2024,114331,A0200002,13,13110,62.0,6.0,13.0,18.0,9.0,16.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,LACTANCIA MATERNA EXCLUSIVA
18791,5,14,2024,114331,A0200001,13,13110,109.0,7.0,16.0,26.0,16.0,23.0,19.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,MENORES CONTROLADOS
19074,3,14,2024,114316,A0200002,13,13110,23.0,1.0,3.0,7.0,6.0,6.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,LACTANCIA MATERNA EXCLUSIVA
19079,3,14,2024,114316,A0200001,13,13110,53.0,2.0,3.0,11.0,13.0,15.0,5.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,MENORES CONTROLADOS
19310,6,13,2024,113324,A0200002,13,13105,32.0,3.0,6.0,11.0,9.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,LACTANCIA MATERNA EXCLUSIVA
19370,4,14,2024,114331,A0200002,13,13110,50.0,5.0,14.0,12.0,10.0,9.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,LACTANCIA MATERNA EXCLUSIVA
20764,5,12,2024,112317,A0200002,13,13113,8.0,1.0,1.0,1.0,3.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,LACTANCIA MATERNA EXCLUSIVA
20769,5,12,2024,112317,A0200001,13,13113,19.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,MENORES CONTROLADOS
20851,7,12,2024,112317,A0200002,13,13113,17.0,2.0,5.0,4.0,,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,LACTANCIA MATERNA EXCLUSIVA
20856,7,12,2024,112317,A0200001,13,13113,33.0,2.0,5.0,4.0,5.0,10.0,6.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,MENORES CONTROLADOS
21271,6,13,2024,113324,A0200001,13,13105,71.0,4.0,11.0,17.0,14.0,13.0,8.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,MENORES CONTROLADOS
23903,10,14,2024,114331,A0200001,13,13110,170.0,7.0,8.0,37.0,25.0,26.0,33.0,34.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,MENORES CONTROLADOS
25561,10,12,2024,112317,A0200002,13,13113,13.0,5.0,3.0,5.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,LACTANCIA MATERNA EXCLUSIVA
25566,10,12,2024,112317,A0200001,13,13113,18.0,5.0,3.0,5.0,,1.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,MENORES CONTROLADOS
31585,6,11,2024,111376,A0200002,13,13101,60.0,13.0,6.0,18.0,9.0,14.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,LACTANCIA MATERNA EXCLUSIVA
31590,5,11,2024,111376,A0200001,13,13101,151.0,28.0,8.0,27.0,27.0,24.0,24.0,13.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,MENORES CONTROLADOS
34853,8,9,2024,109302,A0200001,13,13104,109.0,12.0,1.0,14.0,13.0,20.0,24.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,MENORES CONTROLADOS
35329,11,13,2024,113324,A0200002,13,13105,25.0,4.0,3.0,7.0,7.0,4.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,LACTANCIA MATERNA EXCLUSIVA
35335,11,13,2024,113324,A0200001,13,13105,65.0,4.0,7.0,10.0,15.0,16.0,8.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,MENORES CONTROLADOS
36272,10,9,2024,200347,A0200002,13,13104,9.0,1.0,1.0,3.0,2.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA
36277,10,9,2024,200347,A0200001,13,13104,21.0,2.0,1.0,3.0,3.0,3.0,5.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,MENORES CONTROLADOS
39798,8,12,2024,112317,A0200002,13,13113,7.0,1.0,,2.0,2.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,LACTANCIA MATERNA EXCLUSIVA
39803,8,12,2024,112317,A0200001,13,13113,16.0,1.0,1.0,2.0,4.0,5.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,MENORES CONTROLADOS
41921,5,11,2024,111376,A0200002,13,13101,77.0,24.0,8.0,18.0,13.0,14.0,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,LACTANCIA MATERNA EXCLUSIVA
42387,4,14,2024,114316,A0200002,13,13110,25.0,0.0,7.0,5.0,9.0,4.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,LACTANCIA MATERNA EXCLUSIVA
43620,1,9,2024,200609,A0200001,13,13104,30.0,,3.0,3.0,1.0,9.0,9.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS
43932,2,11,2024,111370,A0200002,13,13101,78.0,14.0,10.0,19.0,16.0,19.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA
43938,2,11,2024,111370,A0200001,13,13101,156.0,20.0,16.0,24.0,27.0,37.0,18.0,14.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS
45615,11,14,2024,114316,A0200002,13,13110,32.0,9.0,3.0,3.0,8.0,9.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,LACTANCIA MATERNA EXCLUSIVA
45621,11,14,2024,114316,A0200001,13,13110,53.0,11.0,4.0,5.0,13.0,14.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,MENORES CONTROLADOS
46104,5,9,2024,109302,A0200002,13,13104,46.0,10.0,4.0,10.0,13.0,9.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
50187,10,14,2024,114331,A0200002,13,13110,53.0,6.0,4.0,22.0,9.0,12.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,LACTANCIA MATERNA EXCLUSIVA
50644,4,14,2024,114331,A0200001,13,13110,139.0,7.0,19.0,27.0,21.0,16.0,22.0,27.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,MENORES CONTROLADOS
53957,4,9,2024,200609,A0200002,13,13104,15.0,3.0,1.0,3.0,6.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
54931,12,14,2024,114316,A0200002,13,13110,36.0,7.0,5.0,8.0,13.0,3.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,LACTANCIA MATERNA EXCLUSIVA
54937,12,14,2024,114316,A0200001,13,13110,64.0,9.0,10.0,13.0,16.0,7.0,8.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,MENORES CONTROLADOS
56755,3,13,2024,113717,A0200002,13,13105,2.0,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
56758,3,13,2024,113717,A0200001,13,13105,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
57330,1,13,2024,200962,A0200002,13,13105,2.0,0.0,0.0,1.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,LACTANCIA MATERNA EXCLUSIVA
57333,1,13,2024,200962,A0200001,13,13105,6.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,MENORES CONTROLADOS
57643,4,9,2024,200609,A0200001,13,13104,20.0,3.0,1.0,4.0,8.0,4.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS
57894,2,13,2024,200962,A0200002,13,13105,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,LACTANCIA MATERNA EXCLUSIVA
57899,2,13,2024,200962,A0200001,13,13105,11.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,MENORES CONTROLADOS
59539,2,13,2024,113717,A0200002,13,13105,5.0,0.0,0.0,2.0,3.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
59921,12,9,2024,200609,A0200001,13,13104,13.0,2.0,,6.0,4.0,,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS
61361,12,9,2024,200609,A0200002,13,13104,7.0,2.0,,5.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
64809,5,13,2024,113717,A0200002,13,13105,5.0,0.0,1.0,3.0,1.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
64812,5,13,2024,113717,A0200001,13,13105,8.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
66084,5,13,2024,113324,A0200001,13,13105,49.0,4.0,10.0,10.0,10.0,9.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,MENORES CONTROLADOS
69075,4,14,2024,114316,A0200001,13,13110,69.0,3.0,8.0,6.0,20.0,12.0,12.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,MENORES CONTROLADOS
71826,1,13,2024,113324,A0200002,13,13105,30.0,6.0,3.0,8.0,6.0,7.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,LACTANCIA MATERNA EXCLUSIVA
71832,1,13,2024,113324,A0200001,13,13105,62.0,10.0,6.0,12.0,10.0,9.0,5.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,MENORES CONTROLADOS
72471,7,13,2024,113324,A0200002,13,13105,45.0,4.0,9.0,15.0,9.0,8.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,LACTANCIA MATERNA EXCLUSIVA
72477,7,13,2024,113324,A0200001,13,13105,85.0,6.0,14.0,22.0,21.0,14.0,3.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,MENORES CONTROLADOS
72983,1,14,2024,114331,A0200002,13,13110,49.0,4.0,11.0,14.0,9.0,11.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,LACTANCIA MATERNA EXCLUSIVA
73412,1,14,2024,114331,A0200001,13,13110,152.0,6.0,13.0,25.0,22.0,20.0,33.0,33.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,MENORES CONTROLADOS
76491,11,13,2024,113717,A0200002,13,13105,6.0,0.0,0.0,1.0,3.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
76494,11,13,2024,113717,A0200001,13,13105,8.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
76745,4,9,2024,109302,A0200002,13,13104,49.0,12.0,4.0,13.0,13.0,7.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
77614,7,13,2024,113717,A0200002,13,13105,4.0,0.0,0.0,0.0,3.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
77618,7,13,2024,113717,A0200001,13,13105,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
78929,7,14,2024,114331,A0200002,13,13110,61.0,10.0,9.0,10.0,18.0,14.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,LACTANCIA MATERNA EXCLUSIVA
78935,7,14,2024,114331,A0200001,13,13110,150.0,11.0,16.0,23.0,27.0,25.0,27.0,21.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,MENORES CONTROLADOS
79888,8,13,2024,113717,A0200002,13,13105,7.0,1.0,0.0,1.0,4.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
79891,8,13,2024,113717,A0200001,13,13105,9.0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
82680,5,14,2024,114316,A0200002,13,13110,25.0,0.0,7.0,1.0,4.0,13.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,LACTANCIA MATERNA EXCLUSIVA
83131,12,13,2024,113717,A0200002,13,13105,5.0,0.0,0.0,1.0,2.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
83136,12,13,2024,113717,A0200001,13,13105,11.0,0.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
85466,12,13,2024,200962,A0200002,13,13105,2.0,0.0,1.0,0.0,1.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,LACTANCIA MATERNA EXCLUSIVA
85470,12,13,2024,200962,A0200001,13,13105,7.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,MENORES CONTROLADOS
89005,9,13,2024,113329,A0200002,13,13105,24.0,11.0,2.0,0.0,6.0,5.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Canciller Orlando Letelier,El Bosque,LACTANCIA MATERNA EXCLUSIVA
89011,9,13,2024,113329,A0200001,13,13105,35.0,5.0,3.0,5.0,9.0,8.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Canciller Orlando Letelier,El Bosque,MENORES CONTROLADOS
90817,4,13,2024,113329,A0200002,13,13105,29.0,9.0,8.0,5.0,2.0,5.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Canciller Orlando Letelier,El Bosque,LACTANCIA MATERNA EXCLUSIVA
90823,4,13,2024,113329,A0200001,13,13105,47.0,7.0,6.0,6.0,6.0,11.0,5.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Canciller Orlando Letelier,El Bosque,MENORES CONTROLADOS
93984,1,13,2024,113329,A0200002,13,13105,34.0,7.0,2.0,9.0,9.0,7.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Canciller Orlando Letelier,El Bosque,LACTANCIA MATERNA EXCLUSIVA
93990,1,13,2024,113329,A0200001,13,13105,72.0,8.0,4.0,13.0,17.0,11.0,9.0,10.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Canciller Orlando Letelier,El Bosque,MENORES CONTROLADOS
97923,7,9,2024,200347,A0200001,13,13104,17.0,2.0,,3.0,2.0,1.0,5.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,MENORES CONTROLADOS
97988,5,9,2024,200347,A0200001,13,13104,10.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,MENORES CONTROLADOS
107491,1,12,2024,112317,A0200002,13,13113,7.0,,,5.0,2.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,LACTANCIA MATERNA EXCLUSIVA
