,Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,Col01,Col02,Col03,1° mes,3° mes,6° mes,Col07,Col08,Col09,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación
2163452,5,10,2024,110316,A0200001,13,13117,58.0,,,16.0,12.0,10.0,11.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,MENORES CONTROLADOS
2163683,8,10,2024,110316,A0200001,13,13117,90.0,11.0,2.0,16.0,23.0,10.0,15.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,MENORES CONTROLADOS
2163769,1,10,2024,110315,A0200002,13,13117,48.0,11.0,1.0,13.0,13.0,10.0,,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2163775,2,10,2024,110315,A0200002,13,13117,54.0,10.0,2.0,17.0,10.0,15.0,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2164881,7,10,2024,110345,A0200002,13,13117,44.0,4.0,7.0,16.0,9.0,8.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2164887,7,10,2024,110345,A0200001,13,13117,100.0,8.0,10.0,19.0,15.0,12.0,17.0,19.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,MENORES CONTROLADOS
2164980,5,10,2024,110315,A0200002,13,13117,52.0,17.0,2.0,11.0,13.0,9.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2165609,7,10,2024,110340,A0200002,13,13117,45.0,10.0,1.0,9.0,10.0,15.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2165630,7,10,2024,110340,A0200001,13,13117,84.0,12.0,1.0,19.0,18.0,17.0,13.0,4.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2166356,3,10,2024,110315,A0200002,13,13117,41.0,7.0,1.0,14.0,10.0,9.0,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2166358,3,10,2024,110315,A0200001,13,13117,92.0,10.0,0.0,17.0,15.0,17.0,14.0,19.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,MENORES CONTROLADOS
2167324,9,10,2024,110345,A0200002,13,13117,26.0,5.0,2.0,8.0,5.0,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2167330,9,10,2024,110345,A0200001,13,13117,67.0,6.0,4.0,16.0,10.0,8.0,13.0,10.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,MENORES CONTROLADOS
2167668,9,10,2024,110315,A0200002,13,13117,28.0,10.0,0.0,4.0,7.0,7.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2167674,9,10,2024,110315,A0200001,13,13117,85.0,12.0,0.0,6.0,12.0,10.0,19.0,26.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,MENORES CONTROLADOS
2167817,8,10,2024,110345,A0200002,13,13117,33.0,5.0,5.0,6.0,9.0,8.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2167823,8,10,2024,110345,A0200001,13,13117,91.0,7.0,6.0,12.0,16.0,12.0,12.0,26.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,MENORES CONTROLADOS
2168354,9,10,2024,110340,A0200002,13,13117,18.0,9.0,1.0,5.0,1.0,2.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2168359,9,10,2024,110340,A0200001,13,13117,41.0,11.0,2.0,7.0,11.0,2.0,4.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2168522,8,10,2024,110340,A0200002,13,13117,36.0,8.0,,9.0,8.0,11.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2168528,8,10,2024,110340,A0200001,13,13117,64.0,10.0,1.0,11.0,17.0,14.0,7.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2169813,3,10,2024,110345,A0200002,13,13117,40.0,8.0,3.0,7.0,6.0,16.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2170288,5,10,2024,110340,A0200002,13,13117,27.0,12.0,1.0,6.0,1.0,7.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2170294,5,10,2024,110340,A0200001,13,13117,68.0,15.0,1.0,11.0,10.0,12.0,11.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2170647,4,10,2024,110315,A0200002,13,13117,50.0,11.0,1.0,11.0,15.0,12.0,,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2171027,2,10,2024,110345,A0200002,13,13117,30.0,6.0,4.0,9.0,7.0,4.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2171043,4,10,2024,110345,A0200002,13,13117,30.0,5.0,1.0,4.0,9.0,11.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2171328,2,10,2024,110316,A0200002,13,13117,36.0,3.0,6.0,12.0,6.0,9.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2171483,4,10,2024,110316,A0200002,13,13117,36.0,9.0,0.0,8.0,11.0,8.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2171559,5,10,2024,110316,A0200002,13,13117,46.0,16.0,12.0,4.0,7.0,7.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2171747,6,10,2024,110316,A0200001,13,13117,56.0,,,17.0,10.0,11.0,7.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,MENORES CONTROLADOS
2172427,6,10,2024,110345,A0200002,13,13117,32.0,6.0,3.0,9.0,8.0,6.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2172433,6,10,2024,110345,A0200001,13,13117,87.0,8.0,3.0,19.0,17.0,8.0,17.0,15.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,MENORES CONTROLADOS
2172834,5,10,2024,110345,A0200002,13,13117,40.0,13.0,1.0,11.0,8.0,7.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2172840,5,10,2024,110345,A0200001,13,13117,95.0,19.0,4.0,17.0,14.0,12.0,19.0,10.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,MENORES CONTROLADOS
2173150,4,10,2024,110316,A0200001,13,13117,83.0,,,17.0,17.0,16.0,9.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,MENORES CONTROLADOS
2173681,2,10,2024,110340,A0200002,13,13117,39.0,12.0,,13.0,7.0,7.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2173687,2,10,2024,110340,A0200001,13,13117,86.0,17.0,3.0,19.0,16.0,13.0,13.0,5.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2173766,2,10,2024,110316,A0200001,13,13117,66.0,,,21.0,9.0,16.0,9.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,MENORES CONTROLADOS
2173795,1,10,2024,110345,A0200002,13,13117,42.0,11.0,,11.0,11.0,9.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2173801,1,10,2024,110345,A0200001,13,13117,105.0,14.0,2.0,14.0,19.0,14.0,18.0,24.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,MENORES CONTROLADOS
2173995,7,10,2024,110315,A0200001,13,13117,111.0,13.0,0.0,10.0,31.0,23.0,20.0,14.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,MENORES CONTROLADOS
2174052,7,10,2024,110315,A0200002,13,13117,43.0,10.0,0.0,5.0,14.0,14.0,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2174390,1,10,2024,110316,A0200002,13,13117,43.0,12.0,1.0,4.0,11.0,15.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2174482,8,10,2024,110315,A0200002,13,13117,38.0,11.0,0.0,11.0,8.0,8.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2174488,8,10,2024,110315,A0200001,13,13117,46.0,15.0,2.0,,,12.0,6.0,11.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,MENORES CONTROLADOS
2174555,8,10,2024,110316,A0200002,13,13117,44.0,10.0,2.0,10.0,15.0,7.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2174575,3,10,2024,110316,A0200002,13,13117,21.0,,,7.0,8.0,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2174581,3,10,2024,110316,A0200001,13,13117,67.0,,,12.0,15.0,11.0,15.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,MENORES CONTROLADOS
2174753,3,10,2024,110345,A0200001,13,13117,99.0,10.0,5.0,16.0,11.0,24.0,16.0,17.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,MENORES CONTROLADOS
2174782,1,10,2024,110316,A0200001,13,13117,85.0,,,13.0,21.0,17.0,25.0,9.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,MENORES CONTROLADOS
2175232,2,10,2024,110345,A0200001,13,13117,82.0,6.0,8.0,14.0,14.0,6.0,21.0,13.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,MENORES CONTROLADOS
2175454,6,10,2024,110316,A0200002,13,13117,30.0,8.0,0.0,12.0,4.0,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2175529,2,10,2024,110315,A0200001,13,13117,84.0,0.0,0.0,22.0,21.0,22.0,9.0,10.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,MENORES CONTROLADOS
2176989,11,10,2024,110315,A0200002,13,13117,35.0,13.0,0.0,6.0,7.0,9.0,,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2176995,11,10,2024,110315,A0200001,13,13117,89.0,14.0,1.0,1.0,18.0,22.0,21.0,12.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,MENORES CONTROLADOS
2177340,11,10,2024,110316,A0200002,13,13117,26.0,6.0,0.0,6.0,5.0,9.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2177346,11,10,2024,110316,A0200001,13,13117,64.0,,,12.0,10.0,13.0,14.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,MENORES CONTROLADOS
2177424,11,10,2024,110340,A0200002,13,13117,31.0,6.0,,10.0,9.0,6.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2177429,11,10,2024,110340,A0200001,13,13117,60.0,9.0,,18.0,11.0,12.0,4.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2178202,7,10,2024,110316,A0200001,13,13117,65.0,,,11.0,18.0,11.0,11.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,MENORES CONTROLADOS
2178304,11,10,2024,110345,A0200002,13,13117,36.0,5.0,3.0,12.0,7.0,9.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2178310,11,10,2024,110345,A0200001,13,13117,94.0,8.0,3.0,14.0,16.0,15.0,14.0,24.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,MENORES CONTROLADOS
2178878,4,10,2024,110315,A0200001,13,13117,72.0,,,16.0,17.0,19.0,11.0,9.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,MENORES CONTROLADOS
2179418,6,10,2024,110340,A0200002,13,13117,54.0,11.0,3.0,13.0,11.0,16.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2179424,6,10,2024,110340,A0200001,13,13117,81.0,16.0,6.0,19.0,15.0,19.0,1.0,5.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2180472,4,10,2024,110345,A0200001,13,13117,102.0,11.0,4.0,15.0,13.0,15.0,20.0,24.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,MENORES CONTROLADOS
2180754,6,10,2024,110315,A0200002,13,13117,32.0,,,13.0,11.0,8.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2180760,6,10,2024,110315,A0200001,13,13117,76.0,0.0,0.0,22.0,16.0,13.0,14.0,11.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,MENORES CONTROLADOS
2181273,3,10,2024,110340,A0200001,13,13117,67.0,7.0,2.0,18.0,10.0,15.0,7.0,8.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2181435,3,10,2024,110340,A0200002,13,13117,32.0,5.0,2.0,9.0,7.0,9.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2181523,4,10,2024,110340,A0200002,13,13117,33.0,14.0,2.0,7.0,5.0,5.0,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2181529,4,10,2024,110340,A0200001,13,13117,66.0,16.0,2.0,11.0,11.0,12.0,8.0,6.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2181546,1,10,2024,110315,A0200001,13,13117,102.0,15.0,1.0,19.0,19.0,17.0,19.0,12.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,MENORES CONTROLADOS
2181961,1,10,2024,110340,A0200002,13,13117,41.0,14.0,2.0,9.0,9.0,7.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2182009,1,10,2024,110340,A0200001,13,13117,86.0,19.0,2.0,10.0,17.0,15.0,16.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2182806,10,10,2024,110340,A0200002,13,13117,43.0,8.0,2.0,8.0,11.0,14.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2182812,10,10,2024,110340,A0200001,13,13117,71.0,9.0,2.0,13.0,14.0,16.0,9.0,8.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,MENORES CONTROLADOS
2183420,10,10,2024,110315,A0200002,13,13117,45.0,11.0,0.0,14.0,10.0,10.0,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2183623,10,10,2024,110316,A0200002,13,13117,28.0,7.0,2.0,4.0,9.0,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,LACTANCIA MATERNA EXCLUSIVA
2183629,10,10,2024,110316,A0200001,13,13117,45.0,,,9.0,13.0,11.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Pablo Neruda,Lo Prado,MENORES CONTROLADOS
2183907,10,10,2024,110315,A0200001,13,13117,106.0,15.0,1.0,21.0,17.0,21.0,13.0,18.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Santa Anita,Lo Prado,MENORES CONTROLADOS
