,Mes,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,1° mes,3° mes,6° mes,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación,codigo_deis_establecimiento,codigo_deis_comuna,codigo_deis_servicio
912,2,9,109418,A0200001,13,13301,,,0,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Las Canteras,Colina,MENORES CONTROLADOS,109418,13301,09
913,2,9,109709,A0200002,13,13104,5,1,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109709,13104,09
914,2,9,109715,A0200002,13,13125,1,0,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Pucara de Lasana,Quilicura,LACTANCIA MATERNA EXCLUSIVA,109715,13125,09
915,2,9,109715,A0200001,13,13125,1,3,3,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Pucara de Lasana,Quilicura,MENORES CONTROLADOS,109715,13125,09
916,1,9,109307,A0200001,13,13127,6,11,12,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,MENORES CONTROLADOS,109307,13127,09
917,2,9,109709,A0200001,13,13104,8,4,7,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Conchalí,MENORES CONTROLADOS,109709,13104,09
918,2,9,109419,A0200001,13,13301,,1,0,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Santa Marta de Liray,Colina,MENORES CONTROLADOS,109419,13301,09
919,2,9,109324,A0200001,13,13125,31,30,22,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Presidente Salvador Allende Gossens,Quilicura,MENORES CONTROLADOS,109324,13125,09
920,2,9,109713,A0200001,13,13125,2,,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar La Foresta,Quilicura,MENORES CONTROLADOS,109713,13125,09
921,2,9,109324,A0200002,13,13125,17,21,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Presidente Salvador Allende Gossens,Quilicura,LACTANCIA MATERNA EXCLUSIVA,109324,13125,09
922,2,9,109323,A0200002,13,13107,7,6,3,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Salvador Allende Gossens,Huechuraba,LACTANCIA MATERNA EXCLUSIVA,109323,13107,09
923,1,9,109307,A0200002,13,13127,3,4,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,LACTANCIA MATERNA EXCLUSIVA,109307,13127,09
924,2,9,109301,A0200002,13,13127,11,15,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Recoleta,Recoleta,LACTANCIA MATERNA EXCLUSIVA,109301,13127,09
925,2,9,109315,A0200001,13,13125,14,15,16,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Manuel Bustos Huerta,Quilicura,MENORES CONTROLADOS,109315,13125,09
926,2,9,109315,A0200002,13,13125,10,7,6,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Manuel Bustos Huerta,Quilicura,LACTANCIA MATERNA EXCLUSIVA,109315,13125,09
927,2,9,109417,A0200001,13,13301,,,1,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Los Ingleses,Colina,MENORES CONTROLADOS,109417,13301,09
928,2,9,109323,A0200001,13,13107,9,9,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Salvador Allende Gossens,Huechuraba,MENORES CONTROLADOS,109323,13107,09
929,2,9,109390,A0200002,13,13127,6,8,6,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta,LACTANCIA MATERNA EXCLUSIVA,109390,13127,09
930,2,9,109390,A0200001,13,13127,13,13,12,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta,MENORES CONTROLADOS,109390,13127,09
931,2,9,109314,A0200002,13,13104,6,3,10,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Juanita Aguirre,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109314,13104,09
932,2,9,109314,A0200001,13,13104,9,8,17,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Juanita Aguirre,Conchalí,MENORES CONTROLADOS,109314,13104,09
933,2,9,109321,A0200001,13,13108,15,16,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Juan Antonio Ríos,Independencia,MENORES CONTROLADOS,109321,13108,09
934,2,9,109308,A0200001,13,13104,6,10,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Alberto Bachelet Martínez,Conchalí,MENORES CONTROLADOS,109308,13104,09
935,2,9,109316,A0200002,13,13301,14,11,11,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Esmeralda,Colina,LACTANCIA MATERNA EXCLUSIVA,109316,13301,09
936,2,9,109308,A0200002,13,13104,4,4,3,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Alberto Bachelet Martínez,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109308,13104,09
937,2,9,109302,A0200002,13,13104,9,6,8,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109302,13104,09
938,3,9,109303,A0200002,13,13127,5,4,6,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta,LACTANCIA MATERNA EXCLUSIVA,109303,13127,09
939,2,9,109321,A0200002,13,13108,11,11,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Juan Antonio Ríos,Independencia,LACTANCIA MATERNA EXCLUSIVA,109321,13108,09
940,3,9,109315,A0200002,13,13125,8,5,6,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Manuel Bustos Huerta,Quilicura,LACTANCIA MATERNA EXCLUSIVA,109315,13125,09
941,3,9,109315,A0200001,13,13125,14,12,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Manuel Bustos Huerta,Quilicura,MENORES CONTROLADOS,109315,13125,09
942,3,9,109316,A0200002,13,13301,9,10,11,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Esmeralda,Colina,LACTANCIA MATERNA EXCLUSIVA,109316,13301,09
943,3,9,109316,A0200001,13,13301,21,18,22,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Esmeralda,Colina,MENORES CONTROLADOS,109316,13301,09
944,3,9,109308,A0200002,13,13104,6,1,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Alberto Bachelet Martínez,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109308,13104,09
945,3,9,109308,A0200001,13,13104,12,8,11,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Alberto Bachelet Martínez,Conchalí,MENORES CONTROLADOS,109308,13104,09
946,3,9,109314,A0200002,13,13104,9,13,8,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Juanita Aguirre,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109314,13104,09
947,3,9,109314,A0200001,13,13104,14,18,12,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Juanita Aguirre,Conchalí,MENORES CONTROLADOS,109314,13104,09
948,3,9,109317,A0200002,13,13107,4,4,3,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar El Barrero,Huechuraba,LACTANCIA MATERNA EXCLUSIVA,109317,13107,09
949,3,9,109317,A0200001,13,13107,6,8,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar El Barrero,Huechuraba,MENORES CONTROLADOS,109317,13107,09
950,3,9,109320,A0200002,13,13303,1,4,2,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Huertos Familiares,Tiltil,LACTANCIA MATERNA EXCLUSIVA,109320,13303,09
951,3,9,109320,A0200001,13,13303,,,1,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Huertos Familiares,Tiltil,MENORES CONTROLADOS,109320,13303,09
952,3,9,109323,A0200002,13,13107,8,9,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Salvador Allende Gossens,Huechuraba,LACTANCIA MATERNA EXCLUSIVA,109323,13107,09
953,3,9,109323,A0200001,13,13107,10,16,11,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Salvador Allende Gossens,Huechuraba,MENORES CONTROLADOS,109323,13107,09
954,2,9,109712,A0200002,13,13302,5,6,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Batuco,Lampa,LACTANCIA MATERNA EXCLUSIVA,109712,13302,09
955,2,9,109712,A0200001,13,13302,9,10,4,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Batuco,Lampa,MENORES CONTROLADOS,109712,13302,09
956,3,9,109321,A0200002,13,13108,11,5,12,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Juan Antonio Ríos,Independencia,LACTANCIA MATERNA EXCLUSIVA,109321,13108,09
957,3,9,109321,A0200001,13,13108,17,15,19,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Juan Antonio Ríos,Independencia,MENORES CONTROLADOS,109321,13108,09
958,1,9,109305,A0200002,13,13107,8,6,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar La Pincoya,Huechuraba,LACTANCIA MATERNA EXCLUSIVA,109305,13107,09
959,3,9,109324,A0200002,13,13125,19,21,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Presidente Salvador Allende Gossens,Quilicura,LACTANCIA MATERNA EXCLUSIVA,109324,13125,09
960,3,9,109324,A0200001,13,13125,31,34,19,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Presidente Salvador Allende Gossens,Quilicura,MENORES CONTROLADOS,109324,13125,09
961,3,9,109309,A0200002,13,13104,6,6,6,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar José Symon Ojeda,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109309,13104,09
962,3,9,109309,A0200001,13,13104,10,8,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar José Symon Ojeda,Conchalí,MENORES CONTROLADOS,109309,13104,09
963,3,9,109416,A0200001,13,13301,0,0,0,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Colorado,Colina,MENORES CONTROLADOS,109416,13301,09
964,4,9,109712,A0200002,13,13302,3,7,3,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Batuco,Lampa,LACTANCIA MATERNA EXCLUSIVA,109712,13302,09
965,4,9,109712,A0200001,13,13302,7,8,7,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Batuco,Lampa,MENORES CONTROLADOS,109712,13302,09
966,3,9,109313,A0200002,13,13125,18,21,15,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Irene Frei de Cid,Quilicura,LACTANCIA MATERNA EXCLUSIVA,109313,13125,09
967,3,9,109313,A0200001,13,13125,25,27,27,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Irene Frei de Cid,Quilicura,MENORES CONTROLADOS,109313,13125,09
968,1,9,109712,A0200002,13,13302,1,5,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Batuco,Lampa,LACTANCIA MATERNA EXCLUSIVA,109712,13302,09
969,1,9,109712,A0200001,13,13302,6,8,5,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Batuco,Lampa,MENORES CONTROLADOS,109712,13302,09
970,3,9,109715,A0200002,13,13125,1,3,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Pucara de Lasana,Quilicura,LACTANCIA MATERNA EXCLUSIVA,109715,13125,09
971,3,9,109715,A0200001,13,13125,1,3,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Pucara de Lasana,Quilicura,MENORES CONTROLADOS,109715,13125,09
972,3,9,109410,A0200002,13,13303,,,,Servicio de Salud Metropolitano Norte,Posta de Salud Rural La Capilla de Caleu,Tiltil,LACTANCIA MATERNA EXCLUSIVA,109410,13303,09
973,3,9,109420,A0200001,13,13301,,,,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Chacabuco (Colina),Colina,MENORES CONTROLADOS,109420,13301,09
974,3,9,109417,A0200001,13,13301,,,0,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Los Ingleses,Colina,MENORES CONTROLADOS,109417,13301,09
975,3,9,109419,A0200002,13,13301,0,0,2,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Santa Marta de Liray,Colina,LACTANCIA MATERNA EXCLUSIVA,109419,13301,09
976,3,9,109419,A0200001,13,13301,1,0,3,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Santa Marta de Liray,Colina,MENORES CONTROLADOS,109419,13301,09
977,3,9,109414,A0200002,13,13303,,1,,Servicio de Salud Metropolitano Norte,Posta de Salud Rural Polpaico,Tiltil,LACTANCIA MATERNA EXCLUSIVA,109414,13303,09
978,3,9,109310,A0200002,13,13301,23,18,15,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Colina,Colina,LACTANCIA MATERNA EXCLUSIVA,109310,13301,09
979,3,9,200304,A0200002,13,13125,2,4,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Beato Padre Hurtado,Quilicura,LACTANCIA MATERNA EXCLUSIVA,200304,13125,09
980,3,9,200304,A0200001,13,13125,2,5,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Beato Padre Hurtado,Quilicura,MENORES CONTROLADOS,200304,13125,09
981,3,9,200347,A0200002,13,13104,3,,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA,200347,13104,09
982,3,9,200347,A0200001,13,13104,3,0,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,MENORES CONTROLADOS,200347,13104,09
983,3,9,109713,A0200002,13,13125,3,3,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar La Foresta,Quilicura,LACTANCIA MATERNA EXCLUSIVA,109713,13125,09
984,3,9,109713,A0200001,13,13125,4,5,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar La Foresta,Quilicura,MENORES CONTROLADOS,109713,13125,09
985,3,9,200554,A0200002,13,13108,3,3,3,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Las Enredaderas,Independencia,LACTANCIA MATERNA EXCLUSIVA,200554,13108,09
986,3,9,200554,A0200001,13,13108,4,3,4,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Las Enredaderas,Independencia,MENORES CONTROLADOS,200554,13108,09
987,3,9,109711,A0200002,13,13302,2,2,6,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Sol de Septiembre,Lampa,LACTANCIA MATERNA EXCLUSIVA,109711,13302,09
988,3,9,109711,A0200001,13,13302,3,3,9,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Sol de Septiembre,Lampa,MENORES CONTROLADOS,109711,13302,09
989,4,9,200961,A0200002,13,13107,4,1,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Victor Castro Wiren,Huechuraba,LACTANCIA MATERNA EXCLUSIVA,200961,13107,09
990,4,9,200961,A0200001,13,13107,6,2,8,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Victor Castro Wiren,Huechuraba,MENORES CONTROLADOS,200961,13107,09
991,4,9,109308,A0200002,13,13104,3,4,10,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Alberto Bachelet Martínez,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109308,13104,09
992,4,9,109308,A0200001,13,13104,11,10,18,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Alberto Bachelet Martínez,Conchalí,MENORES CONTROLADOS,109308,13104,09
993,3,9,200961,A0200002,13,13107,2,1,2,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Victor Castro Wiren,Huechuraba,LACTANCIA MATERNA EXCLUSIVA,200961,13107,09
994,3,9,200961,A0200001,13,13107,5,2,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Victor Castro Wiren,Huechuraba,MENORES CONTROLADOS,200961,13107,09
995,4,9,109104,A0200002,13,13303,4,1,3,Servicio de Salud Metropolitano Norte,Hospital de Til Til,Tiltil,LACTANCIA MATERNA EXCLUSIVA,109104,13303,09
996,4,9,109104,A0200001,13,13303,4,5,5,Servicio de Salud Metropolitano Norte,Hospital de Til Til,Tiltil,MENORES CONTROLADOS,109104,13303,09
997,4,9,109300,A0200002,13,13108,34,31,23,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Agustín Cruz Melo,Independencia,LACTANCIA MATERNA EXCLUSIVA,109300,13108,09
998,4,9,109300,A0200001,13,13108,53,46,38,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Agustín Cruz Melo,Independencia,MENORES CONTROLADOS,109300,13108,09
999,4,9,109302,A0200002,13,13104,11,10,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109302,13104,09
1000,4,9,109302,A0200001,13,13104,17,16,14,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,MENORES CONTROLADOS,109302,13104,09
1001,4,9,109301,A0200002,13,13127,15,17,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Recoleta,Recoleta,LACTANCIA MATERNA EXCLUSIVA,109301,13127,09
1002,4,9,109301,A0200001,13,13127,19,23,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Recoleta,Recoleta,MENORES CONTROLADOS,109301,13127,09
1003,2,9,109301,A0200001,13,13127,15,25,17,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Recoleta,Recoleta,MENORES CONTROLADOS,109301,13127,09
1004,2,9,109311,A0200002,13,13302,14,6,11,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar José Bauza Frau,Lampa,LACTANCIA MATERNA EXCLUSIVA,109311,13302,09
1005,3,9,201091,A0200002,13,13125,16,11,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Marta Ugarte Román,Quilicura,LACTANCIA MATERNA EXCLUSIVA,201091,13125,09
1006,3,9,201091,A0200001,13,13125,24,23,23,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Marta Ugarte Román,Quilicura,MENORES CONTROLADOS,201091,13125,09
1007,4,9,109310,A0200002,13,13301,11,28,13,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Colina,Colina,LACTANCIA MATERNA EXCLUSIVA,109310,13301,09
1008,4,9,109310,A0200001,13,13301,27,39,26,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Colina,Colina,MENORES CONTROLADOS,109310,13301,09
1009,4,9,109303,A0200002,13,13127,13,11,3,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta,LACTANCIA MATERNA EXCLUSIVA,109303,13127,09
1010,4,9,109303,A0200001,13,13127,22,14,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Quinta Bella,Recoleta,MENORES CONTROLADOS,109303,13127,09
1011,2,9,109311,A0200001,13,13302,27,16,21,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar José Bauza Frau,Lampa,MENORES CONTROLADOS,109311,13302,09
1012,3,9,109718,A0200002,13,13107,4,4,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Los Libertadores,Huechuraba,LACTANCIA MATERNA EXCLUSIVA,109718,13107,09
1013,3,9,109718,A0200001,13,13107,6,5,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Los Libertadores,Huechuraba,MENORES CONTROLADOS,109718,13107,09
1014,1,9,109390,A0200002,13,13127,6,3,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta,LACTANCIA MATERNA EXCLUSIVA,109390,13127,09
1015,1,9,109390,A0200001,13,13127,7,12,6,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Cristo Vive (ONG),Recoleta,MENORES CONTROLADOS,109390,13127,09
1016,2,9,109316,A0200001,13,13301,22,14,26,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Esmeralda,Colina,MENORES CONTROLADOS,109316,13301,09
1017,4,9,109312,A0200002,13,13302,6,4,1,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Batuco,Lampa,LACTANCIA MATERNA EXCLUSIVA,109312,13302,09
1018,4,9,109312,A0200001,13,13302,8,6,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Batuco,Lampa,MENORES CONTROLADOS,109312,13302,09
1019,4,9,109307,A0200002,13,13127,4,7,6,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,LACTANCIA MATERNA EXCLUSIVA,109307,13127,09
1020,4,9,109307,A0200001,13,13127,10,11,12,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,MENORES CONTROLADOS,109307,13127,09
1021,4,9,109309,A0200002,13,13104,3,1,7,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar José Symon Ojeda,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109309,13104,09
1022,4,9,109309,A0200001,13,13104,5,4,13,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar José Symon Ojeda,Conchalí,MENORES CONTROLADOS,109309,13104,09
1023,4,9,109314,A0200002,13,13104,6,9,3,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Juanita Aguirre,Conchalí,LACTANCIA MATERNA EXCLUSIVA,109314,13104,09
1024,4,9,109314,A0200001,13,13104,8,14,6,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Juanita Aguirre,Conchalí,MENORES CONTROLADOS,109314,13104,09
1025,4,9,109315,A0200002,13,13125,7,10,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Manuel Bustos Huerta,Quilicura,LACTANCIA MATERNA EXCLUSIVA,109315,13125,09
1026,4,9,109315,A0200001,13,13125,16,17,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Manuel Bustos Huerta,Quilicura,MENORES CONTROLADOS,109315,13125,09
1027,4,9,109316,A0200002,13,13301,10,9,13,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Esmeralda,Colina,LACTANCIA MATERNA EXCLUSIVA,109316,13301,09
1028,4,9,109316,A0200001,13,13301,18,19,19,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Esmeralda,Colina,MENORES CONTROLADOS,109316,13301,09
1029,4,9,109317,A0200002,13,13107,9,5,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar El Barrero,Huechuraba,LACTANCIA MATERNA EXCLUSIVA,109317,13107,09
1030,4,9,109317,A0200001,13,13107,14,6,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar El Barrero,Huechuraba,MENORES CONTROLADOS,109317,13107,09
