,descripcion_prestacion,Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,TOTAL,De 0 a 29 días,De 1 mes a 2 meses 29 días,De 3 meses a 5 meses 29 días,De 6 meses a 11 meses 29 días,De 1 a 2 años,Gestantes,Pueblos Originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
2241388,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,7,10,2024,110310,04040421,13,13126,51.0,9.0,24.0,15.0,3.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2241389,Consulta de Lactancia - Otras consultas de Lactancia Materna,7,10,2024,110310,09600287,13,13126,18.0,4.0,8.0,5.0,1.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2241390,Consulta de Lactancia por profesional  - Nutricionista ,7,10,2024,110310,04040426,13,13126,74.0,16.0,32.0,21.0,5.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2241956,Consulta de Lactancia - Consulta Lactancia Materna de alerta,2,10,2024,110310,04040420,13,13126,4.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2241957,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,2,10,2024,110310,04040421,13,13126,45.0,15.0,13.0,13.0,4.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2241958,Consulta de Lactancia - Otras consultas de Lactancia Materna,2,10,2024,110310,09600287,13,13126,7.0,6.0,0.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2241959,Consulta de Lactancia por profesional  - Nutricionista ,2,10,2024,110310,04040426,13,13126,56.0,23.0,15.0,14.0,4.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2242403,Consulta de Lactancia - Consulta Lactancia Materna de alerta,2,10,2024,110720,04040420,13,13126,4.0,2.0,2.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2242404,Consulta de Lactancia por profesional  - Nutricionista ,2,10,2024,110720,04040426,13,13126,1.0,,1.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2243303,Consulta de Lactancia - Consulta Lactancia Materna de alerta,6,10,2024,110310,04040420,13,13126,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2243304,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,6,10,2024,110310,04040421,13,13126,29.0,8.0,15.0,6.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2243305,Consulta de Lactancia - Otras consultas de Lactancia Materna,6,10,2024,110310,09600287,13,13126,15.0,6.0,4.0,3.0,2.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2243306,Consulta de Lactancia por profesional  - Nutricionista ,6,10,2024,110310,04040426,13,13126,46.0,15.0,20.0,9.0,2.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2243393,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,3,10,2024,110310,04040421,13,13126,62.0,15.0,35.0,7.0,5.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2243394,Consulta de Lactancia - Otras consultas de Lactancia Materna,3,10,2024,110310,09600287,13,13126,15.0,4.0,6.0,2.0,3.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2243395,Consulta de Lactancia por profesional  - Nutricionista ,3,10,2024,110310,04040426,13,13126,77.0,19.0,41.0,9.0,8.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2243611,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,4,10,2024,110720,09600289,13,13126,1.0,1.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2244644,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,8,10,2024,110720,04040421,13,13126,1.0,,1.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2244645,Consulta de Lactancia por profesional  - Nutricionista ,8,10,2024,110720,04040426,13,13126,1.0,,1.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2244909,Consulta de Lactancia - Consulta Lactancia Materna de alerta,8,10,2024,110310,04040420,13,13126,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2244910,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,8,10,2024,110310,04040421,13,13126,25.0,5.0,12.0,5.0,3.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2244911,Consulta de Lactancia - Otras consultas de Lactancia Materna,8,10,2024,110310,09600287,13,13126,19.0,6.0,9.0,2.0,2.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2244912,Consulta de Lactancia por profesional  - Nutricionista ,8,10,2024,110310,04040426,13,13126,46.0,12.0,22.0,7.0,5.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2245596,Consulta de Lactancia - Consulta Lactancia Materna de alerta,4,10,2024,110310,04040420,13,13126,10.0,4.0,6.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2245597,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,4,10,2024,110310,04040421,13,13126,63.0,10.0,42.0,6.0,5.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2245598,Consulta de Lactancia - Otras consultas de Lactancia Materna,4,10,2024,110310,09600287,13,13126,14.0,3.0,5.0,3.0,3.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2245599,Consulta de Lactancia por profesional  - Nutricionista ,4,10,2024,110310,04040426,13,13126,87.0,17.0,53.0,9.0,8.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2245705,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,7,10,2024,110720,04040421,13,13126,1.0,,1.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2245706,Consulta de Lactancia por profesional  - Nutricionista ,7,10,2024,110720,04040426,13,13126,1.0,,1.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2246150,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,10,2024,110720,04040421,13,13126,2.0,,2.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2246151,Consulta de Lactancia por profesional  - Nutricionista ,10,10,2024,110720,04040426,13,13126,1.0,,1.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2246761,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,10,2024,110720,04040421,13,13126,2.0,,2.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2246762,Consulta de Lactancia por profesional  - Nutricionista ,9,10,2024,110720,04040426,13,13126,1.0,,1.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Catamarca,Quinta Normal
2246887,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,10,2024,110310,04040420,13,13126,9.0,9.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2246888,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,10,2024,110310,04040421,13,13126,65.0,20.0,37.0,7.0,1.0,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2246889,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,10,2024,110310,09600287,13,13126,8.0,2.0,4.0,2.0,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2246890,Consulta de Lactancia por profesional  - Nutricionista ,10,10,2024,110310,04040426,13,13126,82.0,31.0,41.0,9.0,1.0,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247033,Consulta de Lactancia - Consulta Lactancia Materna de alerta,11,10,2024,110310,04040420,13,13126,12.0,8.0,3.0,1.0,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247034,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,10,2024,110310,04040421,13,13126,57.0,19.0,32.0,5.0,1.0,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247035,Consulta de Lactancia - Otras consultas de Lactancia Materna,11,10,2024,110310,09600287,13,13126,2.0,,,1.0,1.0,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247036,Consulta de Lactancia por profesional  - Nutricionista ,11,10,2024,110310,04040426,13,13126,71.0,27.0,35.0,7.0,2.0,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247312,Consulta de Lactancia - Consulta Lactancia Materna de alerta,5,10,2024,110310,04040420,13,13126,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247313,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,5,10,2024,110310,04040421,13,13126,51.0,9.0,30.0,10.0,2.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247314,Consulta de Lactancia - Otras consultas de Lactancia Materna,5,10,2024,110310,09600287,13,13126,17.0,4.0,8.0,2.0,3.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247315,Consulta de Lactancia por profesional  - Nutricionista ,5,10,2024,110310,04040426,13,13126,69.0,14.0,38.0,12.0,5.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247535,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,10,2024,110310,04040420,13,13126,4.0,3.0,1.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247536,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,10,2024,110310,04040421,13,13126,36.0,8.0,15.0,11.0,2.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247537,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,10,2024,110310,09600287,13,13126,27.0,9.0,13.0,3.0,2.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2247538,Consulta de Lactancia por profesional  - Nutricionista ,9,10,2024,110310,04040426,13,13126,67.0,20.0,29.0,14.0,4.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Andes,Quinta Normal
2248420,Consulta de Lactancia - Consulta Lactancia Materna de alerta,9,10,2024,110320,04040420,13,13126,4.0,4.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2248421,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,10,2024,110320,04040421,13,13126,5.0,5.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2248567,Consulta de Lactancia por profesional  - Nutricionista ,5,10,2024,110320,04040426,13,13126,1.0,1.0,,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2248678,Consulta de Lactancia - Consulta Lactancia Materna de alerta,5,10,2024,110320,04040420,13,13126,6.0,6.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2248679,Consulta de Lactancia por profesional  - Enfermera/o,5,10,2024,110320,04040425,13,13126,5.0,5.0,,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2249662,Consulta de Lactancia - Consulta Lactancia Materna de alerta,11,10,2024,110320,04040420,13,13126,5.0,5.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2249663,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,10,2024,110320,04040421,13,13126,3.0,1.0,2.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2249664,Consulta de Lactancia por profesional  - Matrona/ón,11,10,2024,110320,04040424,13,13126,1.0,1.0,,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2249665,Consulta de Lactancia por profesional  - Enfermera/o,11,10,2024,110320,04040425,13,13126,6.0,5.0,1.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2249666,Consulta de Lactancia por profesional  - Nutricionista ,11,10,2024,110320,04040426,13,13126,1.0,,1.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2250424,Consulta de Lactancia - Consulta Lactancia Materna de alerta,6,10,2024,110320,04040420,13,13126,1.0,1.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2250425,Consulta de Lactancia por profesional  - Nutricionista ,6,10,2024,110320,04040426,13,13126,1.0,1.0,,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2250742,Consulta de Lactancia - Consulta Lactancia Materna de alerta,3,10,2024,110320,04040420,13,13126,5.0,3.0,2.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2250743,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,3,10,2024,110320,04040421,13,13126,3.0,3.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2250744,Consulta de Lactancia por profesional  - Matrona/ón,3,10,2024,110320,04040424,13,13126,2.0,2.0,,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2250745,Consulta de Lactancia por profesional  - Enfermera/o,3,10,2024,110320,04040425,13,13126,5.0,4.0,1.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2250746,Consulta de Lactancia por profesional  - Nutricionista ,3,10,2024,110320,04040426,13,13126,1.0,,1.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2251690,Consulta de Lactancia - Consulta Lactancia Materna de alerta,7,10,2024,110320,04040420,13,13126,8.0,7.0,,1.0,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2251691,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,7,10,2024,110320,04040421,13,13126,3.0,3.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2251692,Consulta de Lactancia por profesional  - Enfermera/o,7,10,2024,110320,04040425,13,13126,10.0,10.0,,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2251693,Consulta de Lactancia por profesional  - Nutricionista ,7,10,2024,110320,04040426,13,13126,1.0,,,1.0,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2252042,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,1,10,2024,110320,04040421,13,13126,1.0,,1.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2253082,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,10,2024,110320,04040420,13,13126,2.0,2.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2253083,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,10,2024,110320,04040421,13,13126,1.0,1.0,,,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Franco,Quinta Normal
2253435,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,3,10,2024,200342,09600289,13,13126,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2253436,Consulta de Lactancia por profesional  - Nutricionista ,3,10,2024,200342,04040426,13,13126,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2253512,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,3,10,2024,200342,04040421,13,13126,6.0,4.0,2.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2253769,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,2,10,2024,200342,04040421,13,13126,5.0,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2253770,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,2,10,2024,200342,09600289,13,13126,4.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2253771,Consulta de Lactancia por profesional  - Enfermera/o,2,10,2024,200342,04040425,13,13126,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2253772,Consulta de Lactancia por profesional  - Nutricionista ,2,10,2024,200342,04040426,13,13126,8.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2253929,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,8,10,2024,200342,04040421,13,13126,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2253930,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,8,10,2024,200342,09600289,13,13126,3.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2253931,Consulta de Lactancia por profesional  - Nutricionista ,8,10,2024,200342,04040426,13,13126,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254168,Consulta de Lactancia - Consulta Lactancia Materna de alerta,4,10,2024,200342,04040420,13,13126,1.0,1.0,0.0,0.0,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254169,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,4,10,2024,200342,04040421,13,13126,4.0,2.0,1.0,1.0,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254170,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,4,10,2024,200342,09600289,13,13126,4.0,1.0,1.0,2.0,,,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254171,Consulta de Lactancia por profesional  - Enfermera/o,4,10,2024,200342,04040425,13,13126,3.0,1.0,1.0,1.0,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254172,Consulta de Lactancia por profesional  - Nutricionista ,4,10,2024,200342,04040426,13,13126,6.0,3.0,2.0,1.0,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254279,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,10,2024,200342,04040420,13,13126,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254280,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,10,2024,200342,04040421,13,13126,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254281,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,10,2024,200342,09600289,13,13126,4.0,1.0,1.0,2.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254282,Consulta de Lactancia por profesional  - Nutricionista ,10,10,2024,200342,04040426,13,13126,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254503,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,1,10,2024,200342,04040421,13,13126,2.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254504,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,1,10,2024,200342,09600289,13,13126,7.0,1.0,1.0,3.0,2.0,0.0,,0.0,1.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254505,Consulta de Lactancia por profesional  - Enfermera/o,1,10,2024,200342,04040425,13,13126,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254506,Consulta de Lactancia por profesional  - Nutricionista ,1,10,2024,200342,04040426,13,13126,6.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254596,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,9,10,2024,200342,09600289,13,13126,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254742,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,10,2024,200342,04040421,13,13126,3.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254743,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,12,10,2024,200342,09600289,13,13126,8.0,2.0,1.0,5.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254744,Consulta de Lactancia por profesional  - Nutricionista ,12,10,2024,200342,04040426,13,13126,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254972,Consulta de Lactancia - Consulta Lactancia Materna de alerta,11,10,2024,200342,04040420,13,13126,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254973,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,10,2024,200342,04040421,13,13126,4.0,1.0,2.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254974,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,11,10,2024,200342,09600289,13,13126,3.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2254975,Consulta de Lactancia por profesional  - Nutricionista ,11,10,2024,200342,04040426,13,13126,5.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2255340,Consulta de Lactancia - Consulta Lactancia Materna de alerta,7,10,2024,200342,04040420,13,13126,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2255341,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,7,10,2024,200342,04040421,13,13126,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2255342,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,7,10,2024,200342,09600289,13,13126,2.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2255343,Consulta de Lactancia por profesional  - Nutricionista ,7,10,2024,200342,04040426,13,13126,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
2255548,Consulta de Lactancia - Consulta Lactancia Materna de alerta,5,10,2024,200342,04040420,13,13126,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Plaza México,Quinta Normal
