,descripcion_prestacion,Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,TOTAL,De 0 a 29 días,De 1 mes a 2 meses 29 días,De 3 meses a 5 meses 29 días,De 6 meses a 11 meses 29 días,De 1 a 2 años,Gestantes,Pueblos Originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
2804941,Consulta de Lactancia - Otras consultas de Lactancia Materna,4,13,2024,111303,09600287,13,13121,12.0,8.0,4.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2804942,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,4,13,2024,111303,09600289,13,13121,5.0,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2804943,Consulta de Lactancia por profesional  - Matrona/ón,4,13,2024,111303,04040424,13,13121,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2804944,Consulta de Lactancia por profesional  - Nutricionista ,4,13,2024,111303,04040426,13,13121,40.0,11.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2804983,Consulta de Lactancia por profesional  - Matrona/ón,3,13,2024,111303,04040424,13,13121,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2804984,Consulta de Lactancia por profesional  - Nutricionista ,3,13,2024,111303,04040426,13,13121,47.0,9.0,28.0,10.0,0.0,0.0,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2805080,Consulta de Lactancia - Consulta Lactancia Materna de alerta,3,13,2024,111303,04040420,13,13121,7.0,7.0,0.0,0.0,0.0,0.0,,0.0,2.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2805081,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,3,13,2024,111303,04040421,13,13121,35.0,2.0,23.0,10.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2805082,Consulta de Lactancia - Otras consultas de Lactancia Materna,3,13,2024,111303,09600287,13,13121,18.0,13.0,5.0,0.0,0.0,0.0,,1.0,2.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2805083,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,3,13,2024,111303,09600289,13,13121,31.0,31.0,0.0,0.0,0.0,0.0,,0.0,10.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806075,Consulta de Lactancia por profesional  - Nutricionista ,2,13,2024,113703,04040426,13,13121,3.0,,3.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2806109,Consulta de Lactancia - Consulta Lactancia Materna de alerta,7,13,2024,111303,04040420,13,13121,4.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806110,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,7,13,2024,111303,04040421,13,13121,18.0,6.0,7.0,5.0,0.0,0.0,,0.0,1.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806111,Consulta de Lactancia - Otras consultas de Lactancia Materna,7,13,2024,111303,09600287,13,13121,15.0,5.0,7.0,3.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806121,Consulta de Lactancia por profesional  - Médico/a,7,13,2024,111303,04040423,13,13121,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806122,Consulta de Lactancia por profesional  - Matrona/ón,7,13,2024,111303,04040424,13,13121,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806123,Consulta de Lactancia por profesional  - Nutricionista ,7,13,2024,111303,04040426,13,13121,16.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806822,Consulta de Lactancia - Consulta Lactancia Materna de alerta,5,13,2024,111303,04040420,13,13121,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806823,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,5,13,2024,111303,04040421,13,13121,21.0,2.0,11.0,8.0,0.0,0.0,,1.0,4.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806824,Consulta de Lactancia - Otras consultas de Lactancia Materna,5,13,2024,111303,09600287,13,13121,13.0,9.0,2.0,2.0,0.0,0.0,,0.0,1.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806825,Consulta de Lactancia por profesional  - Matrona/ón,5,13,2024,111303,04040424,13,13121,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2806826,Consulta de Lactancia por profesional  - Nutricionista ,5,13,2024,111303,04040426,13,13121,29.0,6.0,13.0,10.0,0.0,0.0,0.0,1.0,5.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2807470,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,1,13,2024,113703,04040421,13,13121,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2807471,Consulta de Lactancia - Otras consultas de Lactancia Materna,1,13,2024,113703,09600287,13,13121,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2807472,Consulta de Lactancia por profesional  - Matrona/ón,1,13,2024,113703,04040424,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2807473,Consulta de Lactancia por profesional  - Nutricionista ,1,13,2024,113703,04040426,13,13121,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2808041,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,9,13,2024,113703,04040421,13,13121,4.0,1.0,2.0,1.0,,,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2808042,Consulta de Lactancia - Otras consultas de Lactancia Materna,9,13,2024,113703,09600287,13,13121,2.0,1.0,1.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2808043,Consulta de Lactancia por profesional  - Matrona/ón,9,13,2024,113703,04040424,13,13121,1.0,1.0,,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2808044,Consulta de Lactancia por profesional  - Nutricionista ,9,13,2024,113703,04040426,13,13121,5.0,1.0,3.0,1.0,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2808532,Consulta de Lactancia - Consulta Lactancia Materna de alerta,6,13,2024,111303,04040420,13,13121,7.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808533,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,6,13,2024,111303,04040421,13,13121,16.0,4.0,6.0,6.0,0.0,0.0,,1.0,1.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808534,Consulta de Lactancia - Otras consultas de Lactancia Materna,6,13,2024,111303,09600287,13,13121,11.0,5.0,4.0,2.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808535,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,6,13,2024,111303,09600289,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808536,Consulta de Lactancia por profesional  - Matrona/ón,6,13,2024,111303,04040424,13,13121,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808537,Consulta de Lactancia por profesional  - Nutricionista ,6,13,2024,111303,04040426,13,13121,24.0,6.0,10.0,8.0,0.0,0.0,0.0,1.0,1.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808986,Consulta de Lactancia - Consulta Lactancia Materna de alerta,11,13,2024,111303,04040420,13,13121,5.0,2.0,3.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808987,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,13,2024,111303,04040421,13,13121,14.0,2.0,12.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808988,Consulta de Lactancia - Otras consultas de Lactancia Materna,11,13,2024,111303,09600287,13,13121,10.0,6.0,3.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808989,Consulta de Lactancia por profesional  - Médico/a,11,13,2024,111303,04040423,13,13121,2.0,,2.0,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808990,Consulta de Lactancia por profesional  - Matrona/ón,11,13,2024,111303,04040424,13,13121,5.0,5.0,,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2808991,Consulta de Lactancia por profesional  - Nutricionista ,11,13,2024,111303,04040426,13,13121,24.0,5.0,18.0,1.0,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2809101,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,6,13,2024,113703,04040421,13,13121,9.0,3.0,2.0,4.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2809102,Consulta de Lactancia - Otras consultas de Lactancia Materna,6,13,2024,113703,09600287,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2809103,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,6,13,2024,113703,09600289,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2809104,Consulta de Lactancia por profesional  - Nutricionista ,6,13,2024,113703,04040426,13,13121,10.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2809431,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,1,13,2024,111303,04040421,13,13121,35.0,12.0,13.0,10.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2809432,Consulta de Lactancia - Otras consultas de Lactancia Materna,1,13,2024,111303,09600287,13,13121,6.0,5.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2809433,Consulta de Lactancia por profesional  - Matrona/ón,1,13,2024,111303,04040424,13,13121,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2809434,Consulta de Lactancia por profesional  - Nutricionista ,1,13,2024,111303,04040426,13,13121,42.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2809667,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,3,13,2024,113703,04040421,13,13121,6.0,1.0,5.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2809668,Consulta de Lactancia - Otras consultas de Lactancia Materna,3,13,2024,113703,09600287,13,13121,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2809669,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,3,13,2024,113703,09600289,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2809670,Consulta de Lactancia por profesional  - Matrona/ón,3,13,2024,113703,04040424,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2809671,Consulta de Lactancia por profesional  - Nutricionista ,3,13,2024,113703,04040426,13,13121,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2809827,Consulta de Lactancia - Consulta Lactancia Materna de alerta,1,13,2024,111303,04040420,13,13121,7.0,5.0,2.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2810121,Consulta de Lactancia - Consulta Lactancia Materna de alerta,2,13,2024,111303,04040420,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2810122,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,2,13,2024,111303,04040421,13,13121,23.0,5.0,13.0,5.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2810123,Consulta de Lactancia - Otras consultas de Lactancia Materna,2,13,2024,111303,09600287,13,13121,14.0,10.0,2.0,2.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2810124,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,2,13,2024,111303,09600289,13,13121,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2810125,Consulta de Lactancia por profesional  - Matrona/ón,2,13,2024,111303,04040424,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2810126,Consulta de Lactancia por profesional  - Nutricionista ,2,13,2024,111303,04040426,13,13121,36.0,14.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2810375,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,8,13,2024,111303,09600288,13,13121,1.0,,,,,,1.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2810376,Consulta de Lactancia por profesional  - Matrona/ón,8,13,2024,111303,04040424,13,13121,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2810377,Consulta de Lactancia por profesional  - Nutricionista ,8,13,2024,111303,04040426,13,13121,33.0,10.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2810551,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,7,13,2024,113703,04040421,13,13121,7.0,0.0,3.0,3.0,1.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2810552,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,7,13,2024,113703,09600289,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2810553,Consulta de Lactancia por profesional  - Nutricionista ,7,13,2024,113703,04040426,13,13121,7.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2811146,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,13,2024,113703,04040421,13,13121,4.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2811147,Consulta de Lactancia por profesional  - Nutricionista ,10,13,2024,113703,04040426,13,13121,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2811319,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,13,2024,111303,04040420,13,13121,10.0,9.0,,1.0,,,,2.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2811320,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,13,2024,111303,04040421,13,13121,19.0,4.0,8.0,7.0,,,,2.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2811321,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,13,2024,111303,09600287,13,13121,19.0,13.0,4.0,2.0,,,,1.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2811322,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,13,2024,111303,09600289,13,13121,4.0,2.0,2.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2811323,Consulta de Lactancia por profesional  - Matrona/ón,10,13,2024,111303,04040424,13,13121,16.0,15.0,1.0,,,,0.0,2.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2811324,Consulta de Lactancia por profesional  - Nutricionista ,10,13,2024,111303,04040426,13,13121,16.0,,8.0,8.0,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2812057,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,4,13,2024,113703,04040421,13,13121,11.0,1.0,6.0,1.0,3.0,,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2812058,Consulta de Lactancia por profesional  - Enfermera/o,4,13,2024,113703,04040425,13,13121,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2812059,Consulta de Lactancia por profesional  - Nutricionista ,4,13,2024,113703,04040426,13,13121,14.0,4.0,6.0,1.0,3.0,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2812767,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,5,13,2024,113703,04040421,13,13121,7.0,0.0,4.0,3.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2812768,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,5,13,2024,113703,09600289,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2812769,Consulta de Lactancia por profesional  - Nutricionista ,5,13,2024,113703,04040426,13,13121,7.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2812947,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,13,2024,111303,04040420,13,13121,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2812948,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,13,2024,111303,04040421,13,13121,15.0,2.0,10.0,3.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2812949,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,13,2024,111303,09600287,13,13121,8.0,5.0,2.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2812950,Consulta de Lactancia por profesional  - Matrona/ón,12,13,2024,111303,04040424,13,13121,3.0,3.0,,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2812951,Consulta de Lactancia por profesional  - Nutricionista ,12,13,2024,111303,04040426,13,13121,21.0,5.0,12.0,4.0,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2813463,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,13,2024,113703,04040421,13,13121,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2813464,Consulta de Lactancia - Otras consultas de Lactancia Materna,11,13,2024,113703,09600287,13,13121,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2813465,Consulta de Lactancia por profesional  - Matrona/ón,11,13,2024,113703,04040424,13,13121,1.0,1.0,,,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2813466,Consulta de Lactancia por profesional  - Nutricionista ,11,13,2024,113703,04040426,13,13121,8.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2813640,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,13,2024,113703,04040421,13,13121,14.0,4.0,9.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2813641,Consulta de Lactancia por profesional  - Nutricionista ,12,13,2024,113703,04040426,13,13121,14.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
2813814,Consulta de Lactancia - Consulta Lactancia Materna de alerta,8,13,2024,111303,04040420,13,13121,8.0,4.0,3.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2813815,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,8,13,2024,111303,04040421,13,13121,23.0,4.0,15.0,4.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2813816,Consulta de Lactancia - Otras consultas de Lactancia Materna,8,13,2024,111303,09600287,13,13121,10.0,8.0,1.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
2813888,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,8,13,2024,113703,04040421,13,13121,3.0,0.0,1.0,2.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
