,descripcion_prestacion,Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,Maternidad,Neonatología,Pueblos originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
2268693,RN egresados con LME durante hospitalización y al alta,7,10,2024,110120,24300103,13,13126,172.0,0.0,0.0,50.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2268694,Egresados con lactancia materna exclusiva (código histórico),7,10,2024,110120,24200100,13,13126,172.0,0.0,0.0,50.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2268800,Total de recién nacidos/as egresados/as,6,10,2024,110120,24200134,13,13126,181.0,0.0,0.0,58.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2268801,RN egresados con LME durante hospitalización y al alta,6,10,2024,110120,24300103,13,13126,161.0,0.0,0.0,50.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2268802,RN egresados con madres acogidas a Ley 21.155,6,10,2024,110120,29101772,13,13126,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2268803,Egresados con lactancia materna exclusiva (código histórico),6,10,2024,110120,24200100,13,13126,161.0,0.0,0.0,50.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2269378,Total de recién nacidos/as egresados/as,9,10,2024,110120,24200134,13,13126,183.0,0.0,0.0,44.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2269379,RN egresados con LME durante hospitalización y al alta,9,10,2024,110120,24300103,13,13126,170.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2269380,Egresados con lactancia materna exclusiva (código histórico),9,10,2024,110120,24200100,13,13126,170.0,0.0,0.0,40.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2270350,Total de recién nacidos/as egresados/as,11,10,2024,110120,24200134,13,13126,153.0,0.0,0.0,39.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2270351,RN egresados con LME durante hospitalización y al alta,11,10,2024,110120,24300103,13,13126,136.0,0.0,0.0,36.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2270352,Egresados con lactancia materna exclusiva (código histórico),11,10,2024,110120,24200100,13,13126,136.0,0.0,0.0,36.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2270390,Total de recién nacidos/as egresados/as,2,10,2024,110120,24200134,13,13126,193.0,0.0,0.0,49.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2270391,RN egresados con LME durante hospitalización y al alta,2,10,2024,110120,24300103,13,13126,176.0,0.0,0.0,42.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2270392,Egresados con lactancia materna exclusiva (código histórico),2,10,2024,110120,24200100,13,13126,176.0,0.0,0.0,42.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2271281,Total de recién nacidos/as egresados/as,3,10,2024,110120,24200134,13,13126,207.0,0.0,0.0,57.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2271282,RN egresados con LME durante hospitalización y al alta,3,10,2024,110120,24300103,13,13126,196.0,0.0,0.0,56.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2271283,Egresados con lactancia materna exclusiva (código histórico),3,10,2024,110120,24200100,13,13126,196.0,0.0,0.0,56.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2271589,Total de recién nacidos/as egresados/as,10,10,2024,110120,24200134,13,13126,166.0,0.0,0.0,48.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2271590,RN egresados con LME durante hospitalización y al alta,10,10,2024,110120,24300103,13,13126,154.0,0.0,0.0,45.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2271591,Egresados con lactancia materna exclusiva (código histórico),10,10,2024,110120,24200100,13,13126,154.0,0.0,0.0,45.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2272084,Total de recién nacidos/as egresados/as,12,10,2024,110120,24200134,13,13126,180.0,0.0,0.0,54.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2272085,RN egresados con LME durante hospitalización y al alta,12,10,2024,110120,24300103,13,13126,164.0,0.0,0.0,51.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2272086,RN egresados con madres acogidas a Ley 21.155,12,10,2024,110120,29101772,13,13126,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2272087,Egresados con lactancia materna exclusiva (código histórico),12,10,2024,110120,24200100,13,13126,164.0,0.0,0.0,51.0,Servicio de Salud Metropolitano Occidente,Hospital  Félix Bulnes Cerda,Cerro Navia
2301507,Total de recién nacidos/as egresados/as,12,10,2024,110150,24200134,13,13501,128.0,13.0,5.0,31.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2301508,RN egresados con LME durante hospitalización y al alta,12,10,2024,110150,24300103,13,13501,113.0,7.0,5.0,31.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2301509,Egresados con lactancia materna exclusiva (código histórico),12,10,2024,110150,24200100,13,13501,125.0,9.0,5.0,31.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2301831,Total de recién nacidos/as egresados/as,2,10,2024,110150,24200134,13,13501,118.0,27.0,21.0,31.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2301832,RN egresados con LME durante hospitalización y al alta,2,10,2024,110150,24300103,13,13501,112.0,6.0,20.0,31.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2301833,Egresados con lactancia materna exclusiva (código histórico),2,10,2024,110150,24200100,13,13501,113.0,24.0,21.0,31.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2305577,Total de recién nacidos/as egresados/as,8,10,2024,110150,24200134,13,13501,107.0,19.0,1.0,24.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2305578,RN egresados con LME durante hospitalización y al alta,8,10,2024,110150,24300103,13,13501,103.0,4.0,1.0,24.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2305579,Egresados con lactancia materna exclusiva (código histórico),8,10,2024,110150,24200100,13,13501,105.0,15.0,2.0,24.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2305849,Total de recién nacidos/as egresados/as,9,10,2024,110150,24200134,13,13501,98.0,18.0,8.0,20.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2305850,RN egresados con LME durante hospitalización y al alta,9,10,2024,110150,24300103,13,13501,93.0,5.0,8.0,20.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2305851,Egresados con lactancia materna exclusiva (código histórico),9,10,2024,110150,24200100,13,13501,98.0,15.0,8.0,20.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2306334,Total de recién nacidos/as egresados/as,7,10,2024,110150,24200134,13,13501,99.0,11.0,0.0,25.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2306335,RN egresados con LME durante hospitalización y al alta,7,10,2024,110150,24300103,13,13501,97.0,0.0,0.0,25.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2306336,Egresados con lactancia materna exclusiva (código histórico),7,10,2024,110150,24200100,13,13501,98.0,8.0,0.0,25.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2308915,Total de recién nacidos/as egresados/as,11,10,2024,110150,24200134,13,13501,105.0,15.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2308916,RN egresados con LME durante hospitalización y al alta,11,10,2024,110150,24300103,13,13501,102.0,6.0,0.0,2.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2308917,Egresados con lactancia materna exclusiva (código histórico),11,10,2024,110150,24200100,13,13501,102.0,14.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2309698,Total de recién nacidos/as egresados/as,10,10,2024,110150,24200134,13,13501,99.0,16.0,1.0,24.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2309699,RN egresados con LME durante hospitalización y al alta,10,10,2024,110150,24300103,13,13501,98.0,1.0,1.0,24.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2309700,Egresados con lactancia materna exclusiva (código histórico),10,10,2024,110150,24200100,13,13501,99.0,15.0,1.0,24.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2310465,Total de recién nacidos/as egresados/as,1,10,2024,110150,24200134,13,13501,107.0,21.0,13.0,29.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2310466,RN egresados con LME durante hospitalización y al alta,1,10,2024,110150,24300103,13,13501,104.0,3.0,13.0,29.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2310467,Egresados con lactancia materna exclusiva (código histórico),1,10,2024,110150,24200100,13,13501,105.0,18.0,13.0,29.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2312939,Total de recién nacidos/as egresados/as,5,10,2024,110150,24200134,13,13501,121.0,14.0,3.0,31.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2312940,RN egresados con LME durante hospitalización y al alta,5,10,2024,110150,24300103,13,13501,116.0,2.0,3.0,31.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2312941,RN egresados con madres acogidas a Ley 21.155,5,10,2024,110150,29101772,13,13501,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2312942,Egresados con lactancia materna exclusiva (código histórico),5,10,2024,110150,24200100,13,13501,117.0,12.0,3.0,31.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2313217,Total de recién nacidos/as egresados/as,6,10,2024,110150,24200134,13,13501,101.0,17.0,1.0,33.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2313218,RN egresados con LME durante hospitalización y al alta,6,10,2024,110150,24300103,13,13501,98.0,3.0,0.0,33.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2313219,Egresados con lactancia materna exclusiva (código histórico),6,10,2024,110150,24200100,13,13501,98.0,16.0,1.0,33.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2314015,Total de recién nacidos/as egresados/as,4,10,2024,110150,24200134,13,13501,101.0,27.0,2.0,22.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2314016,RN egresados con LME durante hospitalización y al alta,4,10,2024,110150,24300103,13,13501,98.0,10.0,2.0,22.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2314017,Egresados con lactancia materna exclusiva (código histórico),4,10,2024,110150,24200100,13,13501,100.0,25.0,2.0,22.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2314170,Total de recién nacidos/as egresados/as,3,10,2024,110150,24200134,13,13501,114.0,34.0,2.0,29.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2314171,RN egresados con LME durante hospitalización y al alta,3,10,2024,110150,24300103,13,13501,107.0,6.0,0.0,28.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2314172,Egresados con lactancia materna exclusiva (código histórico),3,10,2024,110150,24200100,13,13501,111.0,25.0,0.0,29.0,Servicio de Salud Metropolitano Occidente,Hospital San José (Melipilla),Melipilla
2396873,Total de recién nacidos/as egresados/as,10,10,2024,110130,24200134,13,13601,69.0,9.0,2.0,4.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2396874,RN egresados con LME durante hospitalización y al alta,10,10,2024,110130,24300103,13,13601,67.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2396875,RN egresados con madres acogidas a Ley 21.155,10,10,2024,110130,29101772,13,13601,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2396876,Egresados con lactancia materna exclusiva (código histórico),10,10,2024,110130,24200100,13,13601,67.0,4.0,2.0,4.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397132,Total de recién nacidos/as egresados/as,6,10,2024,110130,24200134,13,13601,83.0,17.0,0.0,8.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397133,RN egresados con LME durante hospitalización y al alta,6,10,2024,110130,24300103,13,13601,76.0,0.0,0.0,8.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397345,Total de recién nacidos/as egresados/as,5,10,2024,110130,24200134,13,13601,75.0,10.0,0.0,13.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397346,RN egresados con LME durante hospitalización y al alta,5,10,2024,110130,24300103,13,13601,70.0,0.0,0.0,12.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397347,RN egresados con madres acogidas a Ley 21.155,5,10,2024,110130,29101772,13,13601,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397348,Egresados con lactancia materna exclusiva (código histórico),5,10,2024,110130,24200100,13,13601,71.0,0.0,0.0,12.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397577,Egresados con lactancia materna exclusiva (código histórico),6,10,2024,110130,24200100,13,13601,78.0,5.0,0.0,8.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397604,Total de recién nacidos/as egresados/as,1,10,2024,110130,24200134,13,13601,77.0,5.0,0.0,9.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397605,RN egresados con LME durante hospitalización y al alta,1,10,2024,110130,24300103,13,13601,69.0,2.0,0.0,9.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397606,Egresados con lactancia materna exclusiva (código histórico),1,10,2024,110130,24200100,13,13601,69.0,2.0,0.0,9.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397742,Total de recién nacidos/as egresados/as,12,10,2024,110130,24200134,13,13601,58.0,7.0,1.0,9.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397743,RN egresados con LME durante hospitalización y al alta,12,10,2024,110130,24300103,13,13601,52.0,3.0,1.0,9.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397744,RN egresados con madres acogidas a Ley 21.155,12,10,2024,110130,29101772,13,13601,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2397745,Egresados con lactancia materna exclusiva (código histórico),12,10,2024,110130,24200100,13,13601,52.0,3.0,1.0,9.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2398678,Total de recién nacidos/as egresados/as,9,10,2024,110130,24200134,13,13601,63.0,8.0,1.0,7.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2398679,RN egresados con LME durante hospitalización y al alta,9,10,2024,110130,24300103,13,13601,55.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2398680,RN egresados con madres acogidas a Ley 21.155,9,10,2024,110130,29101772,13,13601,2.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2398681,Egresados con lactancia materna exclusiva (código histórico),9,10,2024,110130,24200100,13,13601,55.0,4.0,1.0,7.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2398938,Total de recién nacidos/as egresados/as,7,10,2024,110130,24200134,13,13601,67.0,9.0,2.0,5.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2398939,RN egresados con LME durante hospitalización y al alta,7,10,2024,110130,24300103,13,13601,63.0,0.0,2.0,5.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2398940,RN egresados con madres acogidas a Ley 21.155,7,10,2024,110130,29101772,13,13601,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2398941,Egresados con lactancia materna exclusiva (código histórico),7,10,2024,110130,24200100,13,13601,65.0,1.0,2.0,5.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399051,Total de recién nacidos/as egresados/as,8,10,2024,110130,24200134,13,13601,43.0,7.0,0.0,6.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399052,RN egresados con LME durante hospitalización y al alta,8,10,2024,110130,24300103,13,13601,40.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399053,Egresados con lactancia materna exclusiva (código histórico),8,10,2024,110130,24200100,13,13601,42.0,3.0,0.0,6.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399171,Total de recién nacidos/as egresados/as,11,10,2024,110130,24200134,13,13601,51.0,10.0,0.0,7.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399172,RN egresados con LME durante hospitalización y al alta,11,10,2024,110130,24300103,13,13601,47.0,0.0,0.0,5.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399173,Egresados con lactancia materna exclusiva (código histórico),11,10,2024,110130,24200100,13,13601,47.0,6.0,0.0,7.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399434,Total de recién nacidos/as egresados/as,3,10,2024,110130,24200134,13,13601,68.0,11.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399436,RN egresados con LME durante hospitalización y al alta,3,10,2024,110130,24300103,13,13601,65.0,2.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399437,Egresados con lactancia materna exclusiva (código histórico),3,10,2024,110130,24200100,13,13601,68.0,2.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399467,Total de recién nacidos/as egresados/as,4,10,2024,110130,24200134,13,13601,67.0,13.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399468,RN egresados con LME durante hospitalización y al alta,4,10,2024,110130,24300103,13,13601,63.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399469,RN egresados con madres acogidas a Ley 21.155,4,10,2024,110130,29101772,13,13601,2.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399470,Egresados con lactancia materna exclusiva (código histórico),4,10,2024,110130,24200100,13,13601,63.0,1.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399615,Total de recién nacidos/as egresados/as,2,10,2024,110130,24200134,13,13601,65.0,6.0,0.0,9.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399616,RN egresados con LME durante hospitalización y al alta,2,10,2024,110130,24300103,13,13601,62.0,5.0,0.0,9.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2399617,Egresados con lactancia materna exclusiva (código histórico),2,10,2024,110130,24200100,13,13601,62.0,5.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital Adalberto Steeger (Talagante),Talagante
2457745,Total de recién nacidos/as egresados/as,9,10,2024,110140,24200134,13,13605,5.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2457746,RN egresados con LME durante hospitalización y al alta,9,10,2024,110140,24300103,13,13605,5.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2457747,Egresados con lactancia materna exclusiva (código histórico),9,10,2024,110140,24200100,13,13605,5.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2457984,Total de recién nacidos/as egresados/as,8,10,2024,110140,24200134,13,13605,6.0,,0.0,6.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2457985,RN egresados con LME durante hospitalización y al alta,8,10,2024,110140,24300103,13,13605,6.0,,0.0,4.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2457986,Egresados con lactancia materna exclusiva (código histórico),8,10,2024,110140,24200100,13,13605,6.0,0.0,0.0,4.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458188,Total de recién nacidos/as egresados/as,4,10,2024,110140,24200134,13,13605,13.0,0.0,0.0,3.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458189,RN egresados con LME durante hospitalización y al alta,4,10,2024,110140,24300103,13,13605,13.0,0.0,0.0,3.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458190,Egresados con lactancia materna exclusiva (código histórico),4,10,2024,110140,24200100,13,13605,13.0,0.0,0.0,3.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458430,Total de recién nacidos/as egresados/as,3,10,2024,110140,24200134,13,13605,9.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458431,RN egresados con LME durante hospitalización y al alta,3,10,2024,110140,24300103,13,13605,7.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458432,Egresados con lactancia materna exclusiva (código histórico),3,10,2024,110140,24200100,13,13605,7.0,,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458490,Total de recién nacidos/as egresados/as,12,10,2024,110140,24200134,13,13605,7.0,,0.0,1.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458491,RN egresados con LME durante hospitalización y al alta,12,10,2024,110140,24300103,13,13605,7.0,,0.0,1.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458492,Egresados con lactancia materna exclusiva (código histórico),12,10,2024,110140,24200100,13,13605,7.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458576,Total de recién nacidos/as egresados/as,5,10,2024,110140,24200134,13,13605,9.0,0.0,0.0,4.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458626,Total de recién nacidos/as egresados/as,7,10,2024,110140,24200134,13,13605,7.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458627,RN egresados con LME durante hospitalización y al alta,7,10,2024,110140,24300103,13,13605,7.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458628,Egresados con lactancia materna exclusiva (código histórico),7,10,2024,110140,24200100,13,13605,7.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458646,RN egresados con LME durante hospitalización y al alta,5,10,2024,110140,24300103,13,13605,9.0,0.0,0.0,4.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458647,Egresados con lactancia materna exclusiva (código histórico),5,10,2024,110140,24200100,13,13605,9.0,0.0,0.0,4.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458761,Total de recién nacidos/as egresados/as,6,10,2024,110140,24200134,13,13605,12.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458762,RN egresados con LME durante hospitalización y al alta,6,10,2024,110140,24300103,13,13605,10.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458763,RN egresados con madres acogidas a Ley 21.155,6,10,2024,110140,29101772,13,13605,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2458764,Egresados con lactancia materna exclusiva (código histórico),6,10,2024,110140,24200100,13,13605,10.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2459656,Total de recién nacidos/as egresados/as,10,10,2024,110140,24200134,13,13605,11.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2459657,RN egresados con LME durante hospitalización y al alta,10,10,2024,110140,24300103,13,13605,10.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2459658,Egresados con lactancia materna exclusiva (código histórico),10,10,2024,110140,24200100,13,13605,10.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2459958,Total de recién nacidos/as egresados/as,2,10,2024,110140,24200134,13,13605,17.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2459959,RN egresados con LME durante hospitalización y al alta,2,10,2024,110140,24300103,13,13605,14.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2459960,Egresados con lactancia materna exclusiva (código histórico),2,10,2024,110140,24200100,13,13605,15.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2460177,Total de recién nacidos/as egresados/as,1,10,2024,110140,24200134,13,13605,14.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2460178,RN egresados con LME durante hospitalización y al alta,1,10,2024,110140,24300103,13,13605,12.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2460179,RN egresados con madres acogidas a Ley 21.155,1,10,2024,110140,29101772,13,13605,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2460180,Egresados con lactancia materna exclusiva (código histórico),1,10,2024,110140,24200100,13,13605,12.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
