,descripcion_prestacion,Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,Maternidad,Neonatología,Pueblos originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
2962787,Total de recién nacidos/as egresados/as,8,13,2024,113190,24200134,13,13401,91.0,9.0,1.0,7.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2962788,RN egresados con LME durante hospitalización y al alta,8,13,2024,113190,24300103,13,13401,42.0,,1.0,6.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2962789,Egresados con lactancia materna exclusiva (código histórico),8,13,2024,113190,24200100,13,13401,42.0,,1.0,6.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2962955,Total de recién nacidos/as egresados/as,4,13,2024,113190,24200134,13,13401,105.0,,0.0,5.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2962956,RN egresados con LME durante hospitalización y al alta,4,13,2024,113190,24300103,13,13401,103.0,,0.0,4.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2962957,Egresados con lactancia materna exclusiva (código histórico),4,13,2024,113190,24200100,13,13401,103.0,,0.0,4.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2962985,Total de recién nacidos/as egresados/as,5,13,2024,113190,24200134,13,13401,112.0,13.0,0.0,4.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2962986,RN egresados con LME durante hospitalización y al alta,5,13,2024,113190,24300103,13,13401,109.0,0.0,0.0,4.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2962987,Egresados con lactancia materna exclusiva (código histórico),5,13,2024,113190,24200100,13,13401,109.0,3.0,0.0,4.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2963086,Total de recién nacidos/as egresados/as,9,13,2024,113190,24200134,13,13401,95.0,7.0,1.0,7.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2963087,RN egresados con LME durante hospitalización y al alta,9,13,2024,113190,24300103,13,13401,90.0,,1.0,7.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2963088,Egresados con lactancia materna exclusiva (código histórico),9,13,2024,113190,24200100,13,13401,90.0,7.0,1.0,7.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2988112,Total de recién nacidos/as egresados/as,1,13,2024,113150,24200134,13,13402,56.0,15.0,2.0,19.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2988113,RN egresados con LME durante hospitalización y al alta,1,13,2024,113150,24300103,13,13402,54.0,2.0,2.0,19.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2988114,Egresados con lactancia materna exclusiva (código histórico),1,13,2024,113150,24200100,13,13402,55.0,10.0,0.0,1.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2991815,Total de recién nacidos/as egresados/as,7,13,2024,113150,24200134,13,13402,42.0,16.0,2.0,10.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2992648,Total de recién nacidos/as egresados/as,11,13,2024,113150,24200134,13,13402,55.0,8.0,3.0,18.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2992649,RN egresados con LME durante hospitalización y al alta,11,13,2024,113150,24300103,13,13402,49.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2992650,Egresados con lactancia materna exclusiva (código histórico),11,13,2024,113150,24200100,13,13402,50.0,5.0,3.0,18.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2993577,RN egresados con madres acogidas a Ley 21.155,10,13,2024,113150,29101772,13,13402,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2993578,Egresados con lactancia materna exclusiva (código histórico),10,13,2024,113150,24200100,13,13402,54.0,3.0,0.0,24.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2993996,Total de recién nacidos/as egresados/as,10,13,2024,113150,24200134,13,13402,56.0,9.0,2.0,22.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2993997,RN egresados con LME durante hospitalización y al alta,10,13,2024,113150,24300103,13,13402,51.0,1.0,0.0,22.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2994725,Total de recién nacidos/as egresados/as,12,13,2024,113150,24200134,13,13402,76.0,16.0,6.0,24.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2994726,RN egresados con LME durante hospitalización y al alta,12,13,2024,113150,24300103,13,13402,70.0,2.0,6.0,25.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2994727,Egresados con lactancia materna exclusiva (código histórico),12,13,2024,113150,24200100,13,13402,72.0,5.0,6.0,25.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2995783,Total de recién nacidos/as egresados/as,9,13,2024,113150,24200134,13,13402,51.0,9.0,3.0,17.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2995784,RN egresados con LME durante hospitalización y al alta,9,13,2024,113150,24300103,13,13402,49.0,0.0,3.0,17.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2995785,Egresados con lactancia materna exclusiva (código histórico),9,13,2024,113150,24200100,13,13402,50.0,6.0,4.0,19.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2995816,Total de recién nacidos/as egresados/as,2,13,2024,113150,24200134,13,13402,51.0,10.0,2.0,14.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2995817,RN egresados con LME durante hospitalización y al alta,2,13,2024,113150,24300103,13,13402,48.0,1.0,2.0,18.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2995818,Egresados con lactancia materna exclusiva (código histórico),2,13,2024,113150,24200100,13,13402,49.0,8.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2996150,Total de recién nacidos/as egresados/as,5,13,2024,113150,24200134,13,13402,57.0,13.0,3.0,16.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2996164,Total de recién nacidos/as egresados/as,6,13,2024,113150,24200134,13,13402,45.0,5.0,1.0,16.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2996295,RN egresados con LME durante hospitalización y al alta,6,13,2024,113150,24300103,13,13402,42.0,0.0,1.0,15.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2996296,Egresados con lactancia materna exclusiva (código histórico),6,13,2024,113150,24200100,13,13402,43.0,0.0,1.0,15.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2996298,RN egresados con LME durante hospitalización y al alta,5,13,2024,113150,24300103,13,13402,53.0,1.0,3.0,16.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2996299,Egresados con lactancia materna exclusiva (código histórico),5,13,2024,113150,24200100,13,13402,54.0,7.0,3.0,19.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2997955,Total de recién nacidos/as egresados/as,4,13,2024,113150,24200134,13,13402,55.0,11.0,2.0,18.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2997956,RN egresados con LME durante hospitalización y al alta,4,13,2024,113150,24300103,13,13402,51.0,2.0,2.0,16.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
2997957,Egresados con lactancia materna exclusiva (código histórico),4,13,2024,113150,24200100,13,13402,52.0,8.0,2.0,3.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3000269,RN egresados con LME durante hospitalización y al alta,7,13,2024,113150,24300103,13,13402,42.0,2.0,2.0,16.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3000270,Egresados con lactancia materna exclusiva (código histórico),7,13,2024,113150,24200100,13,13402,42.0,6.0,0.0,6.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3000287,Total de recién nacidos/as egresados/as,3,13,2024,113150,24200134,13,13402,59.0,12.0,3.0,16.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3000288,RN egresados con LME durante hospitalización y al alta,3,13,2024,113150,24300103,13,13402,52.0,2.0,3.0,14.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3000289,RN egresados con madres acogidas a Ley 21.155,3,13,2024,113150,29101772,13,13402,1.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3000290,Egresados con lactancia materna exclusiva (código histórico),3,13,2024,113150,24200100,13,13402,56.0,7.0,3.0,16.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3000614,Total de recién nacidos/as egresados/as,8,13,2024,113150,24200134,13,13402,60.0,15.0,4.0,12.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3000615,RN egresados con LME durante hospitalización y al alta,8,13,2024,113150,24300103,13,13402,54.0,2.0,4.0,13.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3000616,RN egresados con madres acogidas a Ley 21.155,8,13,2024,113150,29101772,13,13402,2.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3000617,Egresados con lactancia materna exclusiva (código histórico),8,13,2024,113150,24200100,13,13402,57.0,2.0,4.0,13.0,Servicio de Salud Metropolitano Sur,Hospital San Luis (Buin),Buin
3421228,Total de recién nacidos/as egresados/as,1,12,2024,112101,24200134,13,13122,192.0,82.0,5.0,63.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3421229,RN egresados con LME durante hospitalización y al alta,1,12,2024,112101,24300103,13,13122,123.0,7.0,5.0,64.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3421230,RN egresados con madres acogidas a Ley 21.155,1,12,2024,112101,29101772,13,13122,17.0,,0.0,17.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3421231,Egresados con lactancia materna exclusiva (código histórico),1,12,2024,112101,24200100,13,13122,168.0,43.0,0.0,56.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3421986,Total de recién nacidos/as egresados/as,6,12,2024,112101,24200134,13,13122,192.0,72.0,5.0,51.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3421987,RN egresados con LME durante hospitalización y al alta,6,12,2024,112101,24300103,13,13122,144.0,8.0,5.0,53.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3421988,RN egresados con madres serología positiva (VIH),6,12,2024,112101,29101770,13,13122,1.0,,0.0,0.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3421989,RN egresados con madres acogidas a Ley 21.155,6,12,2024,112101,29101772,13,13122,11.0,,1.0,11.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3421990,Egresados con lactancia materna exclusiva (código histórico),6,12,2024,112101,24200100,13,13122,171.0,32.0,0.0,48.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3422397,Total de recién nacidos/as egresados/as,2,12,2024,112101,24200134,13,13122,204.0,80.0,5.0,29.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3422398,RN egresados con LME durante hospitalización y al alta,2,12,2024,112101,24300103,13,13122,163.0,5.0,9.0,53.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3422399,RN egresados con madres acogidas a Ley 21.155,2,12,2024,112101,29101772,13,13122,5.0,,0.0,5.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3422400,Egresados con lactancia materna exclusiva (código histórico),2,12,2024,112101,24200100,13,13122,189.0,39.0,0.0,28.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3424469,Total de recién nacidos/as egresados/as,8,12,2024,112101,24200134,13,13122,216.0,86.0,7.0,70.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3424470,RN egresados con LME durante hospitalización y al alta,8,12,2024,112101,24300103,13,13122,129.0,4.0,6.0,69.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3424471,RN egresados con madres serología positiva (VIH),8,12,2024,112101,29101770,13,13122,1.0,,0.0,0.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3424472,RN egresados con madres acogidas a Ley 21.155,8,12,2024,112101,29101772,13,13122,38.0,,2.0,36.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3424473,Egresados con lactancia materna exclusiva (código histórico),8,12,2024,112101,24200100,13,13122,172.0,21.0,12.0,54.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3429471,Total de recién nacidos/as egresados/as,4,12,2024,112101,24200134,13,13122,192.0,81.0,4.0,49.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3429472,RN egresados con LME durante hospitalización y al alta,4,12,2024,112101,24300103,13,13122,133.0,4.0,4.0,56.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3429473,RN egresados con madres serología positiva (VIH),4,12,2024,112101,29101770,13,13122,1.0,,0.0,0.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3429474,RN egresados con madres acogidas a Ley 21.155,4,12,2024,112101,29101772,13,13122,26.0,,0.0,26.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3429475,Egresados con lactancia materna exclusiva (código histórico),4,12,2024,112101,24200100,13,13122,158.0,28.0,1.0,45.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3431095,Total de recién nacidos/as egresados/as,10,12,2024,112101,24200134,13,13122,207.0,91.0,6.0,54.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3431096,RN egresados con LME durante hospitalización y al alta,10,12,2024,112101,24300103,13,13122,125.0,4.0,6.0,57.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3431097,RN egresados con madres acogidas a Ley 21.155,10,12,2024,112101,29101772,13,13122,22.0,,1.0,21.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3431098,Egresados con lactancia materna exclusiva (código histórico),10,12,2024,112101,24200100,13,13122,172.0,27.0,19.0,47.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3431575,Total de recién nacidos/as egresados/as,3,12,2024,112101,24200134,13,13122,203.0,81.0,3.0,43.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3431576,RN egresados con LME durante hospitalización y al alta,3,12,2024,112101,24300103,13,13122,148.0,4.0,4.0,53.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3431577,RN egresados con madres serología positiva (VIH),3,12,2024,112101,29101770,13,13122,1.0,,0.0,0.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3431578,RN egresados con madres acogidas a Ley 21.155,3,12,2024,112101,29101772,13,13122,25.0,,0.0,21.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3431579,Egresados con lactancia materna exclusiva (código histórico),3,12,2024,112101,24200100,13,13122,177.0,34.0,0.0,36.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3432022,Total de recién nacidos/as egresados/as,9,12,2024,112101,24200134,13,13122,185.0,67.0,4.0,51.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3432023,RN egresados con LME durante hospitalización y al alta,9,12,2024,112101,24300103,13,13122,114.0,4.0,4.0,55.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3432024,RN egresados con madres acogidas a Ley 21.155,9,12,2024,112101,29101772,13,13122,21.0,,0.0,19.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3432025,Egresados con lactancia materna exclusiva (código histórico),9,12,2024,112101,24200100,13,13122,155.0,24.0,0.0,44.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3434055,Total de recién nacidos/as egresados/as,5,12,2024,112101,24200134,13,13122,192.0,89.0,6.0,49.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3434056,RN egresados con LME durante hospitalización y al alta,5,12,2024,112101,24300103,13,13122,137.0,14.0,7.0,51.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3434057,RN egresados con madres acogidas a Ley 21.155,5,12,2024,112101,29101772,13,13122,22.0,,3.0,22.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3434058,Egresados con lactancia materna exclusiva (código histórico),5,12,2024,112101,24200100,13,13122,167.0,28.0,0.0,45.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3436346,Total de recién nacidos/as egresados/as,7,12,2024,112101,24200134,13,13122,183.0,84.0,7.0,49.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3436347,RN egresados con LME durante hospitalización y al alta,7,12,2024,112101,24300103,13,13122,119.0,1.0,7.0,49.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3436348,RN egresados con madres serología positiva (VIH),7,12,2024,112101,29101770,13,13122,1.0,,0.0,0.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3436349,RN egresados con madres acogidas a Ley 21.155,7,12,2024,112101,29101772,13,13122,13.0,,0.0,13.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3436350,Egresados con lactancia materna exclusiva (código histórico),7,12,2024,112101,24200100,13,13122,164.0,28.0,6.0,42.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3439144,Total de recién nacidos/as egresados/as,12,12,2024,112101,24200134,13,13122,177.0,72.0,9.0,0.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3439145,RN egresados con LME durante hospitalización y al alta,12,12,2024,112101,24300103,13,13122,115.0,4.0,7.0,44.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3439146,RN egresados con madres serología positiva (VIH),12,12,2024,112101,29101770,13,13122,1.0,,0.0,0.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3439147,RN egresados con madres acogidas a Ley 21.155,12,12,2024,112101,29101772,13,13122,9.0,,0.0,9.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3439148,Egresados con lactancia materna exclusiva (código histórico),12,12,2024,112101,24200100,13,13122,153.0,33.0,16.0,40.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3440421,Total de recién nacidos/as egresados/as,11,12,2024,112101,24200134,13,13122,171.0,81.0,3.0,46.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3440422,RN egresados con LME durante hospitalización y al alta,11,12,2024,112101,24300103,13,13122,101.0,3.0,3.0,51.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3440423,RN egresados con madres acogidas a Ley 21.155,11,12,2024,112101,29101772,13,13122,29.0,,0.0,26.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
3440424,Egresados con lactancia materna exclusiva (código histórico),11,12,2024,112101,24200100,13,13122,129.0,29.0,13.0,41.0,Servicio de Salud Metropolitano Oriente,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Peñalolén
4026801,Total de recién nacidos/as egresados/as,9,11,2024,111100,24200134,13,13101,225.0,37.0,1.0,222.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4026802,RN egresados con LME durante hospitalización y al alta,9,11,2024,111100,24300103,13,13101,196.0,0.0,1.0,155.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4026803,RN egresados con madres serología positiva (VIH),9,11,2024,111100,29101770,13,13101,0.0,2.0,0.0,2.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4026804,Egresados con lactancia materna exclusiva (código histórico),9,11,2024,111100,24200100,13,13101,219.0,12.0,1.0,179.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4027258,Total de recién nacidos/as egresados/as,2,11,2024,111100,24200134,13,13101,200.0,54.0,1.0,227.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4027259,RN egresados con LME durante hospitalización y al alta,2,11,2024,111100,24300103,13,13101,164.0,0.0,0.0,126.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4027260,RN egresados con madres acogidas a Ley 21.155,2,11,2024,111100,29101772,13,13101,1.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4027261,Egresados con lactancia materna exclusiva (código histórico),2,11,2024,111100,24200100,13,13101,195.0,10.0,1.0,146.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4028082,Total de recién nacidos/as egresados/as,1,11,2024,111100,24200134,13,13101,238.0,54.0,0.0,251.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4028083,RN egresados con LME durante hospitalización y al alta,1,11,2024,111100,24300103,13,13101,207.0,0.0,0.0,166.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4028084,RN egresados con madres serología positiva (VIH),1,11,2024,111100,29101770,13,13101,0.0,1.0,0.0,1.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4028085,RN egresados con madres serología positiva (HTLV-1),1,11,2024,111100,29101771,13,13101,1.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4028086,Egresados con lactancia materna exclusiva (código histórico),1,11,2024,111100,24200100,13,13101,230.0,9.0,0.0,190.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4029706,Total de recién nacidos/as egresados/as,4,11,2024,111100,24200134,13,13101,220.0,59.0,0.0,247.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4029707,RN egresados con LME durante hospitalización y al alta,4,11,2024,111100,24300103,13,13101,198.0,,0.0,160.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4029708,RN egresados con madres serología positiva (VIH),4,11,2024,111100,29101770,13,13101,,1.0,0.0,1.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4029709,Egresados con lactancia materna exclusiva (código histórico),4,11,2024,111100,24200100,13,13101,216.0,21.0,0.0,185.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4029838,Total de recién nacidos/as egresados/as,7,11,2024,111100,24200134,13,13101,215.0,48.0,0.0,236.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4029839,RN egresados con LME durante hospitalización y al alta,7,11,2024,111100,24300103,13,13101,188.0,1.0,0.0,158.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4029840,RN egresados con madres serología positiva (VIH),7,11,2024,111100,29101770,13,13101,0.0,1.0,0.0,1.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4029841,Egresados con lactancia materna exclusiva (código histórico),7,11,2024,111100,24200100,13,13101,212.0,21.0,0.0,192.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4030187,Total de recién nacidos/as egresados/as,5,11,2024,111100,24200134,13,13101,246.0,54.0,0.0,271.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4030188,RN egresados con LME durante hospitalización y al alta,5,11,2024,111100,24300103,13,13101,222.0,0.0,0.0,192.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4030189,RN egresados con madres serología positiva (VIH),5,11,2024,111100,29101770,13,13101,0.0,1.0,0.0,1.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4030358,Total de recién nacidos/as egresados/as,10,11,2024,111100,24200134,13,13101,216.0,54.0,0.0,251.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4030359,RN egresados con LME durante hospitalización y al alta,10,11,2024,111100,24300103,13,13101,190.0,0.0,0.0,150.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4030360,RN egresados con madres serología positiva (VIH),10,11,2024,111100,29101770,13,13101,0.0,1.0,0.0,1.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4030361,Egresados con lactancia materna exclusiva (código histórico),10,11,2024,111100,24200100,13,13101,211.0,25.0,0.0,190.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
