,descripcion_prestacion,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,TOTAL,De 0 a 29 días,De 1 mes a 2 meses 29 días,De 3 meses a 5 meses 29 días,De 6 meses a 11 meses 29 días,De 1 a 2 años,Gestantes,Pueblos Originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
3314,Consulta de Lactancia por profesional  - Nutricionista ,13,111303,04040426,13,13121,42,9,25,4,4,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3315,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113703,04040421,13,13121,7,,7,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
3316,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113703,09600289,13,13121,4,,4,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
3317,Consulta de Lactancia por profesional  - Nutricionista ,13,113703,04040426,13,13121,7,,7,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
3318,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,111303,04040421,13,13121,35,,17,14,4,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3319,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,111303,09600287,13,13121,1,,0,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3320,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,111303,09600289,13,13121,40,,18,18,4,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3321,Consulta de Lactancia por profesional  - Enfermera/o,13,111303,04040425,13,13121,1,,0,1,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3322,Consulta de Lactancia por profesional  - Nutricionista ,13,111303,04040426,13,13121,35,,17,14,4,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3323,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113703,04040420,13,13121,1,,0,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
3324,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113703,04040421,13,13121,7,,5,2,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
3325,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113703,09600289,13,13121,5,,4,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
3326,Consulta de Lactancia por profesional  - Nutricionista ,13,113703,04040426,13,13121,8,,5,3,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
3327,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113703,04040421,13,13121,10,,9,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
3328,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113703,09600289,13,13121,4,,3,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
3329,Consulta de Lactancia por profesional  - Nutricionista ,13,113703,04040426,13,13121,10,,9,1,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda
3330,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,111303,04040421,13,13121,45,,27,15,3,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3331,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,111303,09600289,13,13121,50,,30,16,4,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3332,Consulta de Lactancia por profesional  - Nutricionista ,13,111303,04040426,13,13121,45,,27,15,3,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3333,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,111303,04040420,13,13121,2,2,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3334,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,111303,04040421,13,13121,38,10,15,9,4,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3335,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,111303,09600287,13,13121,8,7,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3336,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,111303,09600289,13,13121,43,13,19,7,4,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3337,Consulta de Lactancia por profesional  - Matrona/ón,13,111303,04040424,13,13121,10,9,1,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3338,Consulta de Lactancia por profesional  - Nutricionista ,13,111303,04040426,13,13121,38,10,15,9,4,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda
3339,Consulta de Lactancia por profesional  - Nutricionista ,13,113306,04040426,13,13121,4,0,1,1,2,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3340,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113306,04040421,13,13121,4,1,3,0,0,0,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3341,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113306,09600287,13,13121,13,8,3,2,0,0,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3342,Consulta de Lactancia por profesional  - Matrona/ón,13,113306,04040424,13,13121,13,13,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3343,Consulta de Lactancia por profesional  - Nutricionista ,13,113306,04040426,13,13121,12,4,6,2,0,0,0,2,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3344,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113306,04040420,13,13121,1,0,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3345,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113306,04040421,13,13121,3,0,3,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3346,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113306,09600287,13,13121,23,12,4,3,4,0,,0,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3347,Consulta de Lactancia por profesional  - Matrona/ón,13,113306,04040424,13,13121,12,12,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3348,Consulta de Lactancia por profesional  - Nutricionista ,13,113306,04040426,13,13121,15,0,8,3,4,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3349,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113306,04040420,13,13121,4,1,0,3,0,0,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3350,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113306,04040421,13,13121,4,1,3,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3351,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113306,09600287,13,13121,24,13,9,1,1,0,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3352,Consulta de Lactancia por profesional  - Matrona/ón,13,113306,04040424,13,13121,10,10,0,0,0,0,0,2,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3353,Consulta de Lactancia por profesional  - Nutricionista ,13,113306,04040426,13,13121,22,5,12,4,1,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3354,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113306,09600287,13,13121,16,12,1,1,2,0,,0,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3355,Consulta de Lactancia por profesional  - Matrona/ón,13,113306,04040424,13,13121,12,12,0,0,0,0,0,0,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3356,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113306,04040420,13,13121,2,0,2,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3357,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113306,04040421,13,13121,13,0,11,2,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3358,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113306,09600287,13,13121,15,8,6,1,0,0,,0,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3359,Consulta de Lactancia por profesional  - Matrona/ón,13,113306,04040424,13,13121,8,8,0,0,0,0,0,0,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3360,Consulta de Lactancia por profesional  - Nutricionista ,13,113306,04040426,13,13121,22,0,19,3,0,0,0,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda
3361,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113331,04040420,13,13121,3,2,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3362,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113331,04040421,13,13121,9,5,4,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3363,Consulta de Lactancia por profesional  - Matrona/ón,13,113331,04040424,13,13121,8,8,0,0,0,0,0,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3364,Consulta de Lactancia por profesional  - Enfermera/o,13,113331,04040425,13,13121,17,0,3,2,8,4,0,3,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3365,Consulta de Lactancia por profesional  - Nutricionista ,13,113331,04040426,13,13121,14,2,7,5,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3366,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113331,09600287,13,13121,33,3,11,7,8,4,,5,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3367,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,13,113331,09600288,13,13121,2,,,,,,2,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3368,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113331,09600289,13,13121,5,5,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3369,Consulta de Lactancia por profesional  - Médico/a,13,113331,04040423,13,13121,6,0,6,0,0,0,0,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3370,Consulta de Lactancia por profesional  - Enfermera/o,13,113331,04040425,13,13121,21,0,6,7,4,4,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3371,Consulta de Lactancia por profesional  - Nutricionista ,13,113331,04040426,13,13121,12,5,2,5,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3372,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113331,04040420,13,13121,5,4,0,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3373,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113331,04040421,13,13121,11,10,0,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3374,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113331,09600287,13,13121,40,13,9,11,7,0,,3,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3375,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113331,09600289,13,13121,17,17,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3376,Consulta de Lactancia por profesional  - Médico/a,13,113331,04040423,13,13121,8,,8,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3377,Consulta de Lactancia por profesional  - Matrona/ón,13,113331,04040424,13,13121,17,17,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3378,Consulta de Lactancia por profesional  - Enfermera/o,13,113331,04040425,13,13121,9,0,0,4,5,0,0,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3379,Consulta de Lactancia por profesional  - Nutricionista ,13,113331,04040426,13,13121,28,12,1,9,6,0,0,2,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3380,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113331,04040420,13,13121,7,7,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3381,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113331,04040421,13,13121,13,7,4,2,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3382,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113331,09600287,13,13121,17,6,11,,,,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3383,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113331,09600289,13,13121,28,8,2,10,4,4,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3384,Consulta de Lactancia por profesional  - Médico/a,13,113331,04040423,13,13121,4,0,4,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3385,Consulta de Lactancia por profesional  - Matrona/ón,13,113331,04040424,13,13121,16,15,1,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3386,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113331,04040421,13,13121,6,5,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3387,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113331,09600287,13,13121,29,1,11,8,9,0,,3,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3388,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113331,09600289,13,13121,2,2,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3389,Consulta de Lactancia por profesional  - Médico/a,13,113331,04040423,13,13121,6,0,6,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3390,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113331,04040420,13,13121,2,2,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3391,Consulta de Lactancia por profesional  - Matrona/ón,13,113331,04040424,13,13121,5,5,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3392,Consulta de Lactancia por profesional  - Enfermera/o,13,113331,04040425,13,13121,21,0,5,8,8,0,0,3,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3393,Consulta de Lactancia por profesional  - Nutricionista ,13,113331,04040426,13,13121,5,3,1,0,1,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3394,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113331,04040420,13,13121,3,3,0,0,0,0,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3395,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113331,04040421,13,13121,7,3,3,1,0,0,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3396,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113331,09600287,13,13121,30,3,16,8,3,0,,3,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3397,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113331,09600289,13,13121,3,2,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3398,Consulta de Lactancia por profesional  - Médico/a,13,113331,04040423,13,13121,6,0,6,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3399,Consulta de Lactancia por profesional  - Matrona/ón,13,113331,04040424,13,13121,6,6,0,0,0,0,0,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3400,Consulta de Lactancia por profesional  - Enfermera/o,13,113331,04040425,13,13121,14,0,6,5,3,0,0,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3401,Consulta de Lactancia por profesional  - Nutricionista ,13,113331,04040426,13,13121,14,3,7,4,0,0,0,3,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda
3402,Consulta de Lactancia por profesional  - Matrona/ón,13,113322,04040424,13,13129,1,1,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3403,Consulta de Lactancia por profesional  - Enfermera/o,13,113322,04040425,13,13129,12,0,7,3,2,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3404,Consulta de Lactancia por profesional  - Nutricionista ,13,113322,04040426,13,13129,9,3,4,2,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3405,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113322,09600289,13,13129,18,1,6,4,6,1,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3406,Consulta de Lactancia por profesional  - Médico/a,13,113322,04040423,13,13129,4,0,2,2,0,0,0,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3407,Consulta de Lactancia por profesional  - Matrona/ón,13,113322,04040424,13,13129,1,1,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3408,Consulta de Lactancia por profesional  - Enfermera/o,13,113322,04040425,13,13129,12,0,2,7,3,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3409,Consulta de Lactancia por profesional  - Nutricionista ,13,113322,04040426,13,13129,9,2,4,2,1,0,0,2,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3410,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113322,04040420,13,13129,4,0,1,2,1,0,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3411,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113322,04040421,13,13129,5,2,3,0,0,0,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3412,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113322,09600287,13,13129,17,1,4,9,3,0,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3413,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,13,113322,09600288,13,13129,1,,,,,,1,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3414,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,113322,04040420,13,13129,3,3,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3415,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113322,04040421,13,13129,4,3,0,0,1,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3416,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113322,09600287,13,13129,13,1,2,6,4,0,,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3417,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113322,09600289,13,13129,15,6,2,5,2,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3418,Consulta de Lactancia por profesional  - Médico/a,13,113322,04040423,13,13129,1,0,0,1,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3419,Consulta de Lactancia por profesional  - Matrona/ón,13,113322,04040424,13,13129,1,1,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3420,Consulta de Lactancia por profesional  - Enfermera/o,13,113322,04040425,13,13129,11,0,2,5,4,0,0,1,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3421,Consulta de Lactancia por profesional  - Nutricionista ,13,113322,04040426,13,13129,7,6,0,0,1,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3422,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,113322,04040421,13,13129,5,2,1,2,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3423,Consulta de Lactancia - Otras consultas de Lactancia Materna,13,113322,09600287,13,13129,17,0,8,7,2,0,,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3424,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,13,113322,09600288,13,13129,1,,,,,,1,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3425,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,113322,09600289,13,13129,10,2,3,3,2,0,,2,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3426,Consulta de Lactancia por profesional  - Médico/a,13,113322,04040423,13,13129,5,0,1,4,0,0,0,0,0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín
3427,Consulta de Lactancia - Consulta Lactancia Materna de alerta,13,200337,04040420,13,13129,3,2,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín
3428,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,13,200337,04040421,13,13129,2,1,0,1,0,0,,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín
3429,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,13,200337,09600289,13,13129,11,0,3,3,5,0,,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín
